pl_name,hostname,pl_rade,pl_bmasse,pl_orbsmax,st_teff,st_mass,pl_eqt,discoverymethod,disc_year,pl_orbper,pl_orbeccen,st_rad,st_logg,pl_insol,stellar_luminosity,hz_inner,hz_outer,hz_center,hz_width,hz_position,in_habitable_zone,hz_distance_factor,esi_radius,esi_mass,esi_temperature,esi_composite,esi_surface,escape_velocity_ratio,atmospheric_retention,stellar_flux,stellar_class,stellar_temp_habitability,stellar_mass_habitability,stellar_lifetime_gyr,hz_score,esi_score,atm_score,stellar_score,habitability_score
Kepler-124 c,Kepler-124,2.502,,0.10043,4960.0,0.706,,Transit,2014,13.82139306,,0.748,,30.1,0.2956762582872083,0.5165731536812627,0.7449528637298211,0.6307630087055418,0.2283797100485584,0.15921986326703505,False,-0.798002753375051,0.5711022272986865,,,,,,,30.1,K,0.9,0.853,23.877466662007723,0.0,0.0,0.5,0.9,0.19
Kepler-124 b,Kepler-124,0.916,,0.03951,4960.0,0.706,,Transit,2014,3.41045424,,0.748,,194.8,0.2956762582872083,0.5165731536812627,0.7449528637298211,0.6307630087055418,0.2283797100485584,0.0626384227589421,False,-1.2031591863861286,0.9561586638830898,,,,,,,194.8,K,0.9,0.853,23.877466662007723,0.0,0.0,0.5,0.9,0.19
Kepler-282 e,Kepler-282,3.295,,0.23332,5656.0,0.86,,Transit,2013,44.3470995,,1.129,,21.5,0.5898540685771015,0.7296185968647141,1.0521868186364824,0.8909027077505982,0.32256822177176836,0.2618916723118954,False,-0.5818783111451842,0.46565774155995343,,,,,,,21.5,G,1.0,0.9299999999999999,14.57987739365041,0.0,0.0,0.5,1.0,0.2
Kepler-292 f,Kepler-292,2.611,,0.14123,5248.0,0.865,,Transit,2014,20.8342947,,0.813,,22.5,0.6019443967294781,0.7370582189002127,1.0629155367297807,0.8999868778149966,0.32585731782956795,0.15692451021383844,False,-0.8043092181767529,0.5538631957906397,,,,,,,22.5,G,1.0,0.9325,14.37009804725772,0.0,0.0,0.5,1.0,0.2
Kepler-122 c,Kepler-122,6.081,,0.10466,5917.0,0.982,,Transit,2014,12.465995556,,1.239,,154.2,0.9384047712562769,0.9202772984588883,1.3271367356722916,1.1237070170655898,0.40685943721340334,0.09313815648611465,False,-1.030872362450434,0.2824459822059031,,,,,,,154.2,G,1.0,0.991,10.464567424197561,0.0,0.0,0.5,1.0,0.2
Kepler-311 b,Kepler-311,1.659,,0.08566,5897.0,0.994,,Transit,2014,9.17613539,,1.139,,191.7,0.9791570278545879,0.940047454992973,1.3556473824635507,1.147847418728262,0.4155999274705776,0.07462664340431722,False,-1.1271060918616662,0.752162467092892,,,,,,,191.7,G,1.0,0.997,10.151589292862804,0.0,0.0,0.5,1.0,0.2
Kepler-305 c,Kepler-305,3.213,,0.07568,5080.0,0.84,,Transit,2013,8.29087418,,0.771,,62.1,0.5432221889406211,0.7001842796856486,1.0097394349150932,0.8549618573003709,0.30955515522944466,0.08851856881541745,False,-1.0529656164414751,0.4747211013529551,,,,,,,62.1,K,0.9,0.9199999999999999,15.46328587273189,0.0,0.0,0.5,0.9,0.19
Kepler-306 c,Kepler-306,2.332,,0.06659,4908.0,0.75,,Transit,2014,7.2402285,,0.769,,69.4,0.36535446722156006,0.5742233073182051,0.828090453711517,0.7011568805148611,0.25386714639331187,0.09497161313043495,False,-1.022406185269849,0.6002400960384153,,,,,,,69.4,K,0.9,0.875,20.528009571186693,0.0,0.0,0.5,0.9,0.19
Kepler-306 b,Kepler-306,1.639,,0.04955,4908.0,0.75,,Transit,2014,4.64621076,,0.769,,125.3,0.36535446722156006,0.5742233073182051,0.828090453711517,0.7011568805148611,0.25386714639331187,0.0706689207180215,False,-1.1507715413410995,0.757862826828344,,,,,,,125.3,K,0.9,0.875,20.528009571186693,0.0,0.0,0.5,0.9,0.19
Kepler-305 e,Kepler-305,1.753,,0.04017,5080.0,0.84,,Transit,2020,3.20539833,,0.771,,220.4,0.5432221889406211,0.7001842796856486,1.0097394349150932,0.8549618573003709,0.30955515522944466,0.04698455218439904,False,-1.32804490810354,0.7264802034144571,,,,,,,220.4,K,0.9,0.9199999999999999,15.46328587273189,0.0,0.0,0.5,0.9,0.19
Kepler-116 b,Kepler-116,3.274,,0.06842,6220.0,1.198,,Transit,2014,5.968717469,,1.38,,546.4,1.8819100571596699,1.3032359059612355,1.879403359123045,1.5913196325421404,0.5761674531618095,0.04299576188267013,False,-1.3665743509711368,0.46794571829667764,,,,,,,546.4,F,0.7,0.901,6.365872776131065,0.0,0.0,0.5,0.7,0.16999999999999998
Kepler-305 d,Kepler-305,2.579,,0.12091,5080.0,0.84,,Transit,2014,16.73865956,,0.771,,24.3,0.5432221889406211,0.7001842796856486,1.0097394349150932,0.8549618573003709,0.30955515522944466,0.14142151368224268,False,-0.8494845186665819,0.5588153115395362,,,,,,,24.3,K,0.9,0.9199999999999999,15.46328587273189,0.0,0.0,0.5,0.9,0.19
Kepler-116 c,Kepler-116,2.174,,0.11537,6220.0,1.198,,Transit,2014,13.071489,,1.38,,192.2,1.8819100571596699,1.3032359059612355,1.879403359123045,1.5913196325421404,0.5761674531618095,0.07249957685477423,False,-1.1396645281900115,0.6301197227473221,,,,,,,192.2,F,0.7,0.901,6.365872776131065,0.0,0.0,0.5,0.7,0.16999999999999998
Kepler-305 b,Kepler-305,3.359,,0.05746,5080.0,0.84,,Transit,2013,5.48711079,,0.771,,107.6,0.5432221889406211,0.7001842796856486,1.0097394349150932,0.8549618573003709,0.30955515522944466,0.0672076765873928,False,-1.1725811181792827,0.4588208304657031,,,,,,,107.6,K,0.9,0.9199999999999999,15.46328587273189,0.0,0.0,0.5,0.9,0.19
Kepler-306 e,Kepler-306,2.473,,0.22455,4908.0,0.75,,Transit,2014,44.8412214,,0.769,,6.1,0.36535446722156006,0.5742233073182051,0.828090453711517,0.7011568805148611,0.25386714639331187,0.32025643082203287,False,-0.49450214076366,0.5758710048949036,,,,,,,6.1,K,0.9,0.875,20.528009571186693,0.0,0.0,0.5,0.9,0.19
Kepler-1163 b,Kepler-1163,1.051,,0.06868,6208.0,1.154,,Transit,2016,6.11786898,,1.326,,496.7,1.6508983401017643,1.2206292442596327,1.76027585751126,1.4904525508854465,0.5396466132516273,0.046079964074803095,False,-1.3364878681725365,0.9751340809361287,,,,,,,496.7,F,0.7,0.923,6.990133625846794,0.0,0.0,0.5,0.7,0.16999999999999998
Kepler-1164 b,Kepler-1164,1.108,,0.04635,5176.0,0.839,,Transit,2016,3.97599768,,0.755,,170.8,0.5409621293419259,0.6987262137139898,1.0076367503033328,0.8531814820086613,0.308910536589343,0.05432607361669093,False,-1.264991682196628,0.9487666034155597,,,,,,,170.8,K,0.9,0.9195,15.509403606877871,0.0,0.0,0.5,0.9,0.19
Kepler-1169 b,Kepler-1169,0.96,,0.06931,6028.0,1.188,,Transit,2016,6.11009134,,1.201,,355.4,1.827500659087609,1.284258285870318,1.852035633307722,1.5681469595890198,0.5677773474374039,0.04419866363683463,False,-1.3545908615088804,0.9795918367346939,,,,,,,355.4,F,0.7,0.906,6.500681650058152,0.0,0.0,0.5,0.7,0.16999999999999998
Kepler-304 e,Kepler-304,1.042,,0.02317,4843.0,0.737,,Transit,2016,1.499146953,,0.65,,388.4,0.3436657146626847,0.556918582454449,0.803135218907995,0.6800269006812221,0.24621663645354597,0.034072181522215195,False,-1.467600059190283,0.9794319294809011,,,,,,,388.4,K,0.9,0.8685,21.445258242399344,0.0,0.0,0.5,0.9,0.19
Kepler-304 d,Kepler-304,2.374,,0.0802,4843.0,0.737,,Transit,2014,9.6534764,,0.65,,32.4,0.3436657146626847,0.556918582454449,0.803135218907995,0.6800269006812221,0.24621663645354597,0.1179365109228165,False,-0.9283517246960952,0.5927682276229994,,,,,,,32.4,K,0.9,0.8685,21.445258242399344,0.0,0.0,0.5,0.9,0.19
Kepler-356 b,Kepler-356,1.665,,0.05705,6140.0,1.163,,Transit,2014,4.61268045,,1.417,,786.7,1.6964028817781438,1.237337302761367,1.784370636613761,1.510853969687564,0.547033333852394,0.037760101998340456,False,-1.4229668412474699,0.7504690431519699,,,,,,,786.7,F,0.7,0.9185,6.855682765528912,0.0,0.0,0.5,0.7,0.16999999999999998
Kepler-307 b,Kepler-307,2.908,,0.09359,5559.0,1.007,,Transit,2013,10.41572924,,0.919,,82.5,1.0247151259685643,0.9616680306564367,1.3868265284203352,1.174247279538386,0.42515849776389847,0.07970212205796348,False,-1.0985301154195088,0.511770726714432,,,,,,,82.5,G,1.0,0.9965,9.827121455323303,0.0,0.0,0.5,1.0,0.2
Kepler-122 b,Kepler-122,2.402,,0.06259,5917.0,0.982,,Transit,2014,5.76616658,,1.239,,431.6,0.9384047712562769,0.9202772984588883,1.3271367356722916,1.1237070170655898,0.40685943721340334,0.055699572085475976,False,-1.254148141300784,0.5878894767783657,,,,,,,431.6,G,1.0,0.991,10.464567424197561,0.0,0.0,0.5,1.0,0.2
Kepler-115 b,Kepler-115,1.041,,0.03562,6000.0,1.042,,Transit,2014,2.403643296,,1.13,,1171.3,1.1548804148177567,1.0209209442327185,1.4722754669461309,1.2465982055894247,0.45135452271341236,0.028573761650136434,False,-1.5440325822858287,0.9799118079372857,,,,,,,1171.3,F,0.7,0.979,9.022579192014703,0.0,0.0,0.5,0.7,0.16999999999999998
Kepler-1139 b,Kepler-1139,1.051,,0.01664,5310.0,0.928,,Transit,2016,0.813166719,,0.799,,1644.8,0.7698709222055355,0.8335517424194469,1.2020693548575183,1.0178105486384825,0.36851761243807146,0.016348818571647935,False,-1.786513625655222,0.9751340809361287,,,,,,,1644.8,G,1.0,0.964,12.05396870090189,0.0,0.0,0.5,1.0,0.2
Kepler-310 d,Kepler-310,2.336,,0.38088,5451.0,0.854,,Transit,2014,92.8750347,,0.839,,3.8,0.5755758286410845,0.7207337825775747,1.0393739811908185,0.8800538818841965,0.3186401986132438,0.4327916822371551,False,-0.36372109446622314,0.5995203836930456,,,,,,,3.8,G,1.0,0.927,14.837315215551456,0.0,0.0,0.5,1.0,0.2
Kepler-310 c,Kepler-310,3.273,,0.2735,5451.0,0.854,,Transit,2014,56.476167,,0.839,,7.4,0.5755758286410845,0.7207337825775747,1.0393739811908185,0.8800538818841965,0.3186401986132438,0.3107764258870561,False,-0.5075519322632277,0.468055230517201,,,,,,,7.4,G,1.0,0.927,14.837315215551456,0.0,0.0,0.5,1.0,0.2
Kepler-310 b,Kepler-310,1.189,,0.10757,5451.0,0.854,,Transit,2014,13.93072278,,0.839,,48.1,0.5755758286410845,0.7207337825775747,1.0393739811908185,0.8800538818841965,0.3186401986132438,0.12223115222183042,False,-0.9128180943075309,0.9136592051164916,,,,,,,48.1,G,1.0,0.927,14.837315215551456,0.0,0.0,0.5,1.0,0.2
Kepler-1141 b,Kepler-1141,0.874,,0.03496,5837.0,1.036,,Transit,2016,2.344511944,,1.137,,1100.0,1.13177251763132,1.0106555779108264,1.4574717281450866,1.2340636530279565,0.44681615023426025,0.0283291707961907,False,-1.547766137230678,0.9327641408751334,,,,,,,1100.0,G,1.0,0.982,9.153782971937137,0.0,0.0,0.5,1.0,0.2
Kepler-307 c,Kepler-307,2.719,,0.10896,5559.0,1.007,,Transit,2013,13.08424096,,0.919,,60.9,1.0247151259685643,0.9616680306564367,1.3868265284203352,1.174247279538386,0.42515849776389847,0.09279135825874239,False,-1.03249246812704,0.5377789728421619,,,,,,,60.9,G,1.0,0.9965,9.827121455323303,0.0,0.0,0.5,1.0,0.2
Kepler-115 c,Kepler-115,2.429,,0.08582,6000.0,1.042,,Transit,2014,8.99088871,,1.13,,201.7,1.1548804148177567,1.0209209442327185,1.4722754669461309,1.2465982055894247,0.45135452271341236,0.06884335274606145,False,-1.1621379872164004,0.5832604257801108,,,,,,,201.7,F,0.7,0.979,9.022579192014703,0.0,0.0,0.5,0.7,0.16999999999999998
Kepler-1156 b,Kepler-1156,1.222,,0.09704,5667.0,0.86,,Transit,2016,11.89520511,,0.927,,84.4,0.5898540685771015,0.7296185968647141,1.0521868186364824,0.8909027077505982,0.32256822177176836,0.10892322938944939,False,-0.9628794910446454,0.9000900090009001,,,,,,,84.4,G,1.0,0.9299999999999999,14.57987739365041,0.0,0.0,0.5,1.0,0.2
Kepler-1158 b,Kepler-1158,2.583,,0.12643,6184.0,1.468,,Transit,2016,13.5396293,,2.233,,409.9,3.833020963787312,1.8599197347783718,2.6822000385751257,2.2710598866767486,0.8222803037967539,0.05567004231887761,False,-1.2543784485538836,0.558191459670667,,,,,,,409.9,F,0.7,0.3,3.8298773053135244,0.0,0.0,0.5,0.7,0.16999999999999998
Kepler-309 c,Kepler-309,3.155,,0.40811,4786.0,0.816,,Transit,2014,105.3585964,,0.739,,1.5,0.49081243314345874,0.6655510655929953,0.9597946945920037,0.8126728800924995,0.29424362899900847,0.5021823786632924,False,-0.2991385305389898,0.48134777376654625,,,,,,,1.5,K,0.9,0.9079999999999999,16.625495706656082,0.006283311139208547,0.0,0.5,0.9,0.19251332445568342
Kepler-309 b,Kepler-309,1.553,,0.0599,4786.0,0.816,,Transit,2014,5.92365634,,0.739,,71.7,0.49081243314345874,0.6655510655929953,0.9597946945920037,0.8126728800924995,0.29424362899900847,0.0737073937956218,False,-1.132488944656864,0.7833920877399139,,,,,,,71.7,K,0.9,0.9079999999999999,16.625495706656082,0.0,0.0,0.5,0.9,0.19
Kepler-304 c,Kepler-304,2.046,,0.05388,4843.0,0.737,,Transit,2014,5.315953474,,0.65,,71.9,0.3436657146626847,0.556918582454449,0.803135218907995,0.6800269006812221,0.24621663645354597,0.07923215970724878,False,-1.1010985059293106,0.6565988181221274,,,,,,,71.9,K,0.9,0.8685,21.445258242399344,0.0,0.0,0.5,0.9,0.19
Kepler-304 b,Kepler-304,2.768,,0.03917,4843.0,0.737,,Transit,2014,3.295703644,,0.65,,136.0,0.3436657146626847,0.556918582454449,0.803135218907995,0.6800269006812221,0.24621663645354597,0.057600662504323226,False,-1.2395725214323927,0.5307855626326965,,,,,,,136.0,K,0.9,0.8685,21.445258242399344,0.0,0.0,0.5,0.9,0.19
Kepler-294 b,Kepler-294,1.727,,0.046,5513.0,0.947,,Transit,2014,3.70120482,,0.908,,322.8,0.8264658757053818,0.8636466018135583,1.2454693099837633,1.0545579558986609,0.3818227081702049,0.04362017254973934,False,-1.360312620801073,0.7334066740007334,,,,,,,322.8,G,1.0,0.9735,11.458428325207539,0.0,0.0,0.5,1.0,0.2
Kepler-297 c,Kepler-297,6.353,,0.33923,5693.0,0.927,,Transit,2014,74.92771752,,0.875,,6.3,0.7669712232044515,0.8319804859141935,1.1998034375815212,1.0158919617478572,0.3678229516673277,0.3339233036319627,False,-0.4763532716146467,0.2719978240174079,,,,,,,6.3,G,1.0,0.9635,12.086503012811075,0.0,0.0,0.5,1.0,0.2
Kepler-297 b,Kepler-297,2.788,,0.21905,5693.0,0.927,,Transit,2014,38.86840425,,0.875,,15.0,0.7669712232044515,0.8319804859141935,1.1998034375815212,1.0158919617478572,0.3678229516673277,0.21562332240834076,False,-0.6663042664655942,0.5279831045406547,,,,,,,15.0,G,1.0,0.9635,12.086503012811075,0.0,0.0,0.5,1.0,0.2
Kepler-295 c,Kepler-295,3.07,,0.15772,5253.0,1.128,,Transit,2014,21.5262569,,2.271,,141.4,1.5243400095586475,1.1729095696713705,1.691459063631345,1.4321843166513577,0.5185494939599744,0.11012549025028487,False,-0.958112145208549,0.49140049140049147,,,,,,,141.4,G,1.0,0.936,7.399923855089242,0.0,0.0,0.5,1.0,0.2
Kepler-295 b,Kepler-295,3.707,,0.11063,5253.0,1.128,,Transit,2014,12.6450451,,2.271,,287.5,1.5243400095586475,1.1729095696713705,1.691459063631345,1.4321843166513577,0.5185494939599744,0.07724564409326032,False,-1.1121260012183098,0.42489908646696406,,,,,,,287.5,G,1.0,0.936,7.399923855089242,0.0,0.0,0.5,1.0,0.2
Kepler-294 c,Kepler-294,2.705,,0.06785,5513.0,0.947,,Transit,2014,6.62643626,,0.908,,148.5,0.8264658757053818,0.8636466018135583,1.2454693099837633,1.0545579558986609,0.3818227081702049,0.06433975451086553,False,-1.191520600486891,0.5398110661268556,,,,,,,148.5,G,1.0,0.9735,11.458428325207539,0.0,0.0,0.5,1.0,0.2
Kepler-293 c,Kepler-293,3.365,,0.27387,5483.0,0.934,,Transit,2014,54.1561078,,0.833,,7.5,0.7874338257265773,0.8430059476173558,1.2157033139323974,1.0293546307748767,0.3726973663150416,0.2660599095899888,False,-0.57502056083209,0.4581901489117983,,,,,,,7.5,G,1.0,0.9670000000000001,11.861314176314231,0.0,0.0,0.5,1.0,0.2
Kepler-1173 b,Kepler-1173,0.854,,0.0156,5076.0,0.853,,Transit,2016,0.7698536,,0.771,,1453.5,0.573220362037218,0.7192575176795786,1.037245051811603,0.8782512847455908,0.3179875341320244,0.017762570087806885,False,-1.7504941954156223,0.9212513484358145,,,,,,,1453.5,K,0.9,0.9265,14.88083914131118,0.0,0.0,0.5,0.9,0.19
Kepler-12 b,Kepler-12,19.38,,0.05434,5926.0,1.086,,Transit,2011,4.43796303,,1.504,,848.5,1.3347637038057054,1.0975537538930151,1.582788045087822,1.3401708994904187,0.4852342911948069,0.04054706755732573,False,-1.3920405493374959,0.09813542688910692,,,,,,,848.5,G,1.0,0.957,8.136271588023968,0.0,0.0,0.5,1.0,0.2
Kepler-1209 b,Kepler-1209,1.336,,0.17515,6150.0,1.112,,Transit,2016,25.369116,,1.248,,65.1,1.4499958370079586,1.1439498428251489,1.6496960891267938,1.3968229659759714,0.5057462463016449,0.12539169548778237,False,-0.9017312252537751,0.8561643835616438,,,,,,,65.1,F,0.7,0.944,7.6689875351269485,0.0,0.0,0.5,0.7,0.16999999999999998
Kepler-1211 b,Kepler-1211,3.089,,0.09763,5787.0,1.021,,Transit,2016,11.01816836,,1.113,,130.9,1.0754496865048053,0.9851869579275736,1.4207432972218694,1.2029651275747215,0.4355563392942958,0.08115779731439951,False,-1.0906697485680061,0.48911714355588165,,,,,,,130.9,G,1.0,0.9895,9.493703078925375,0.0,0.0,0.5,1.0,0.2
Kepler-1213 b,Kepler-1213,1.346,,0.06026,5941.0,1.019,,Transit,2016,5.34982412,,1.437,,635.0,1.0680944146297617,0.9818122066889167,1.4158765506987536,1.1988443786938352,0.43406434400983696,0.0502650728242597,False,-1.2987336839008263,0.8525149190110827,,,,,,,635.0,G,1.0,0.9905,9.540355103843703,0.0,0.0,0.5,1.0,0.2
Kepler-1218 b,Kepler-1218,1.751,,0.15698,5832.0,0.98,,Transit,2016,22.9221266,,1.387,,81.0,0.9317325438379406,0.9169997932462914,1.3224102281551784,1.119705010700735,0.40541043490888695,0.14019764000319926,False,-0.8532592969415025,0.7270083605961468,,,,,,,81.0,G,1.0,0.99,10.518039822492824,0.0,0.0,0.5,1.0,0.2
Kepler-1219 b,Kepler-1219,2.977,,0.14146,6003.0,1.454,,Transit,2016,16.10467749,,2.672,,416.3,3.7065974517451554,1.8289899398848541,2.63759601857079,2.233292979227822,0.8086060786859359,0.063341443024153,False,-1.1983120468957735,0.5028916268544129,,,,,,,416.3,F,0.7,0.3,3.9227351200908576,0.0,0.0,0.5,0.7,0.16999999999999998
Kepler-297 d,Kepler-297,11.792,,0.53898,5693.0,0.927,,Transit,2023,150.0190609,,0.875,,2.5,0.7669712232044515,0.8319804859141935,1.1998034375815212,1.0158919617478572,0.3678229516673277,0.5305485428516207,False,-0.2752748739151095,0.15634771732332708,,,,,,,2.5,G,1.0,0.9635,12.086503012811075,0.08555666252482141,0.0,0.5,1.0,0.23422266500992858
Kepler-299 b,Kepler-299,1.293,,0.04012,5678.0,1.004,,Transit,2014,2.92721559,,0.973,,549.2,1.014070140069972,0.9566599716791487,1.3796043802109832,1.168132175945066,0.42294440853183446,0.03434542839087649,False,-1.464131062294289,0.8722197993894462,,,,,,,549.2,G,1.0,0.998,9.900695822980477,0.0,0.0,0.5,1.0,0.2
Kepler-299 c,Kepler-299,2.104,,0.07096,5678.0,1.004,,Transit,2014,6.88595559,,0.973,,175.2,1.014070140069972,0.9566599716791487,1.3796043802109832,1.168132175945066,0.42294440853183446,0.06074655031447147,False,-1.2164783798189995,0.6443298969072164,,,,,,,175.2,G,1.0,0.998,9.900695822980477,0.0,0.0,0.5,1.0,0.2
Kepler-299 d,Kepler-299,1.835,,0.11951,5678.0,1.004,,Transit,2014,15.0548689,,0.973,,61.7,1.014070140069972,0.9566599716791487,1.3796043802109832,1.168132175945066,0.42294440853183446,0.10230862779146684,False,-0.9900877402445716,0.7054673721340388,,,,,,,61.7,G,1.0,0.998,9.900695822980477,0.0,0.0,0.5,1.0,0.2
Kepler-299 e,Kepler-299,1.813,,0.22272,5678.0,1.004,,Transit,2014,38.2856338,,0.973,,17.8,1.014070140069972,0.9566599716791487,1.3796043802109832,1.168132175945066,0.42294440853183446,0.19066335521475603,False,-0.7197327687122014,0.7109847138286527,,,,,,,17.8,G,1.0,0.998,9.900695822980477,0.0,0.0,0.5,1.0,0.2
Kepler-30 b,Kepler-30,1.803,,0.18202,5464.0,0.945,,Transit,2012,29.1598615,,0.819,,16.2,0.8203729457662374,0.8604571944925727,1.2408698488998156,1.0506635216961941,0.3804126544072428,0.17324290435642647,False,-0.7613445440867552,0.7135212272565109,,,,,,,16.2,G,1.0,0.9724999999999999,11.519151196744543,0.0,0.0,0.5,1.0,0.2
Kepler-30 c,Kepler-30,12.159,,0.29552,5464.0,0.945,,Transit,2012,60.32488611,,0.819,,6.1,0.8203729457662374,0.8604571944925727,1.2408698488998156,1.0506635216961941,0.3804126544072428,0.2812698774607799,False,-0.5508767760219624,0.1519872330724219,,,,,,,6.1,G,1.0,0.9724999999999999,11.519151196744543,0.0,0.0,0.5,1.0,0.2
Kepler-30 d,Kepler-30,8.845,,0.52594,5464.0,0.945,,Transit,2012,143.2063518,,0.819,,1.9,0.8203729457662374,0.8604571944925727,1.2408698488998156,1.0506635216961941,0.3804126544072428,0.5005789095550981,False,-0.3005274520845531,0.20314880650076184,,,,,,,1.9,G,1.0,0.9724999999999999,11.519151196744543,0.0016694136354074018,0.0,0.5,1.0,0.20066776545416298
Kepler-301 b,Kepler-301,1.422,,0.03641,5656.0,1.022,,Transit,2014,2.508554095,,0.94,,611.8,1.0791408564142244,0.9868761943191442,1.4231793539128712,1.2050277741160076,0.436303159593727,0.030215071205898048,False,-1.519776377940689,0.8257638315441784,,,,,,,611.8,G,1.0,0.989,9.470496774590739,0.0,0.0,0.5,1.0,0.2
Kepler-301 c,Kepler-301,1.478,,0.06084,5656.0,1.022,,Transit,2014,5.41907559,,0.94,,218.7,1.0791408564142244,0.9868761943191442,1.4231793539128712,1.2050277741160076,0.436303159593727,0.05048846284446134,False,-1.296807851493672,0.8071025020177562,,,,,,,218.7,G,1.0,0.989,9.470496774590739,0.0,0.0,0.5,1.0,0.2
Kepler-301 d,Kepler-301,2.09,,0.1132,5656.0,1.022,,Transit,2014,13.75134642,,0.94,,63.3,1.0791408564142244,0.9868761943191442,1.4231793539128712,1.2050277741160076,0.436303159593727,0.09393974349100959,False,-1.0271506300223803,0.6472491909385114,,,,,,,63.3,G,1.0,0.989,9.470496774590739,0.0,0.0,0.5,1.0,0.2
Kepler-1199 b,Kepler-1199,1.298,,0.11309,5843.0,0.851,,Transit,2016,15.0447198,,1.268,,131.7,0.5685300968233042,0.7163088805697108,1.0329928067163199,0.8746508436430154,0.3166839261466091,0.12929730854539384,False,-0.888410515305603,0.8703220191470844,,,,,,,131.7,G,1.0,0.9255,14.968424798528927,0.0,0.0,0.5,1.0,0.2
Kepler-1197 b,Kepler-1197,1.209,,0.02869,4762.0,0.762,,Transit,2016,2.03231845,,0.673,,253.5,0.38622679450200015,0.5903979014512628,0.8514159210402423,0.7209069112457526,0.2610180195889795,0.03979709384450576,False,-1.4001486408252208,0.9053870529651425,,,,,,,253.5,K,0.9,0.881,19.729340658058717,0.0,0.0,0.5,0.9,0.19
Kepler-302 b,Kepler-302,3.411,,0.19112,5703.0,1.021,,Transit,2014,30.1836854,,1.048,,28.5,1.0754496865048053,0.9851869579275736,1.4207432972218694,1.2029651275747215,0.4355563392942958,0.15887409835837382,False,-0.7989469011371898,0.45341192473362046,,,,,,,28.5,G,1.0,0.9895,9.493703078925375,0.0,0.0,0.5,1.0,0.2
Kepler-1193 b,Kepler-1193,1.494,,0.04004,5851.0,1.066,,Transit,2016,2.832652134,,1.381,,1251.9,1.2506915522129776,1.0624260566609858,1.5321302080268955,1.2972781323439406,0.4697041513659097,0.030864622629270068,False,-1.510539028628106,0.8019246190858059,,,,,,,1251.9,G,1.0,0.967,8.523284562958919,0.0,0.0,0.5,1.0,0.2
Kepler-302 c,Kepler-302,11.066,,0.49896,5703.0,1.021,,Transit,2014,127.2824031,,1.048,,4.2,1.0754496865048053,0.9851869579275736,1.4207432972218694,1.2029651275747215,0.4355563392942958,0.4147751157225523,False,-0.3821873068359361,0.16575501408917614,,,,,,,4.2,G,1.0,0.9895,9.493703078925375,0.0,0.0,0.5,1.0,0.2
Kepler-1179 b,Kepler-1179,1.196,,0.03497,5133.0,0.791,,Transit,2016,2.685057492,,0.737,,276.4,0.44016721540622805,0.6302784399803952,0.9089278555506755,0.7696031477655354,0.2786494155702802,0.04543900333767065,False,-1.3425712030386077,0.9107468123861566,,,,,,,276.4,K,0.9,0.8955,17.970443329587603,0.0,0.0,0.5,0.9,0.19
Kepler-355 c,Kepler-355,3.189,,0.16689,5769.0,0.933,,Transit,2014,25.7624524,,1.173,,49.1,0.7844870035607453,0.841427073912869,1.2134264118532954,1.0274267428830821,0.3719993379404264,0.162434938701018,False,-0.789320551122803,0.4774409166865601,,,,,,,49.1,G,1.0,0.9665,11.893122457926799,0.0,0.0,0.5,1.0,0.2
Kepler-362 b,Kepler-362,1.606,,0.08979,5626.0,0.904,,Transit,2014,10.32738017,,1.384,,213.2,0.7024080928159101,0.7961930066047797,1.1481941253142613,0.9721935659595204,0.3520011187094817,0.09235815082913089,False,-1.0345247709989505,0.7674597083653107,,,,,,,213.2,G,1.0,0.952,12.87001116937478,0.0,0.0,0.5,1.0,0.2
Kepler-356 c,Kepler-356,2.097,,0.11456,6140.0,1.163,,Transit,2014,13.12163551,,1.417,,194.9,1.6964028817781438,1.237337302761367,1.784370636613761,1.510853969687564,0.547033333852394,0.07582466757107595,False,-1.1201894850379228,0.6457862447529867,,,,,,,194.9,F,0.7,0.9185,6.855682765528912,0.0,0.0,0.5,0.7,0.16999999999999998
Kepler-357 b,Kepler-357,1.644,,0.06299,4935.0,0.794,,Transit,2014,6.47538919,,0.711,,67.7,0.44603789595063736,0.6344676517328919,0.9149691398674338,0.7747183958001629,0.2805014881345419,0.0813069630739066,False,-1.0898722601244644,0.7564296520423601,,,,,,,67.7,K,0.9,0.897,17.80117804357752,0.0,0.0,0.5,0.9,0.19
Kepler-46 b,Kepler-46,7.57,,0.1956,5162.0,0.883,,Transit,2012,33.60122066,,0.797,,10.6,0.6469377034712878,0.7641081581705806,1.1019243965196797,0.9330162773451302,0.337816238349099,0.20964264477418756,False,-0.6785203700360809,0.23337222870478413,,,,,,,10.6,K,0.9,0.9415,13.648918516606276,0.0,0.0,0.5,0.9,0.19
Kepler-458 c,KIC 9663113,7.023,,0.17012,6218.0,1.525,,Transit,2016,20.74028413,,2.146,,213.5,4.379700903601863,1.9881348207555447,2.867099688879049,2.4276172548172967,0.8789648681235043,0.07007694465114653,False,-1.154424841629841,0.24928331048236319,,,,,,,213.5,F,0.7,0.3,3.4819729327768494,0.0,0.0,0.5,0.7,0.16999999999999998
