pl_rade,pl_bmasse,pl_orbsmax,st_teff,st_mass,pl_eqt,stellar_luminosity,hz_position,in_habitable_zone,esi_radius,esi_mass,esi_temperature,esi_surface,escape_velocity_ratio,stellar_flux,habitability_score,ml_target,is_habitable_optimized,is_habitable_relaxed,habitability_class_ml,pl_name,hostname
15.233,,0.04982,6332.0,1.309,,2.566189732059982,0.0268102801751948,False,0.1232058153144828,,,,,1759.1,0.1699999999999999,0,0,0,Limited,Kepler-5 b,Kepler-5
8.547,,0.05191,5522.0,1.044,,1.162657360409411,0.0415018223435399,False,0.2094898921127055,,,,,300.1,0.2,0,0,0,Limited,Kepler-491 b,Kepler-491
1.445,,0.08582,6015.0,1.108,,1.431822429548726,0.0618281056385529,False,0.8179959100204499,,,,,224.4,0.1699999999999999,1,1,1,Promising,KOI-351 c,KOI-351
2.866,,0.3096,6015.0,1.108,,1.431822429548726,0.2230480250022838,False,0.5173305742369374,,,,,17.2,0.1699999999999999,0,0,0,Limited,KOI-351 d,KOI-351
2.612,,0.41275,6015.0,1.108,,1.431822429548726,0.2973613447018497,False,0.5537098560354374,,,,,9.7,0.1699999999999999,0,0,0,Limited,KOI-351 e,KOI-351
7.58,,0.12109,4938.0,0.792,,0.442117937715022,0.1569933375077501,False,0.2331002331002331,,,,,20.3,0.19,0,0,0,Limited,Kepler-489 b,Kepler-489
2.732,,0.21864,5456.0,0.932,,0.7815480669187672,0.2132032314390702,False,0.5359056806002143,,,,,13.7,0.2,0,0,0,Limited,Kepler-487 c,Kepler-487
1.825,,0.09131,6162.0,1.154,,1.6508983401017645,0.0612632719812211,False,0.7079646017699115,,,,,391.2,0.1699999999999999,0,0,1,Moderate,Kepler-50 c,Kepler-50
11.82,,0.11819,5456.0,0.932,,0.7815480669187672,0.1152510516089631,False,0.1560062402496099,,,,,47.1,0.2,0,0,0,Limited,Kepler-487 b,Kepler-487
2.77,,0.5062,6015.0,1.108,,1.431822429548726,0.3646864026361631,False,0.5305039787798409,,,,,6.4,0.1699999999999999,0,0,1,Limited,KOI-351 f,KOI-351
13.838,,0.04401,5802.0,1.08,,1.3091311121425235,0.0331590292037932,False,0.1347890551287235,,,,,571.7,0.2,0,0,0,Limited,Kepler-485 b,Kepler-485
2.273,,0.09036,5652.0,0.974,,0.911919177781388,0.0815718023917212,False,0.6110601894286587,,,,,87.7,0.2,0,0,1,Limited,Kepler-484 b,Kepler-484
2.867,,0.19471,6319.0,1.076,,1.2922393144219035,0.1476586157432995,False,0.5171967933798811,,,,,66.4,0.1699999999999999,0,0,0,Limited,Kepler-483 b,Kepler-483
2.598,,0.25787,4734.0,0.719,,0.3151745317924377,0.395974549026159,False,0.5558643690939411,,,,,4.2,0.19,0,0,1,Limited,Kepler-482 b,Kepler-482
1.542,,0.08089,6162.0,1.154,,1.6508983401017645,0.0542721067852478,False,0.7867820613690008,,,,,498.5,0.1699999999999999,0,0,1,Moderate,Kepler-50 b,Kepler-50
2.839,,0.08361,5748.0,1.076,,1.2922393144219035,0.063405766844524,False,0.5209690023443605,,,,,175.2,0.2,0,0,0,Limited,Kepler-500 b,Kepler-500
1.554,,0.06559,6155.0,1.176,,1.7637037003758331,0.0425761932685823,False,0.7830853563038371,,,,,523.5,0.1699999999999999,0,0,1,Moderate,Kepler-514 b,Kepler-514
1.142,,0.14247,6001.0,0.858,,0.5850668713813356,0.1605693618421493,False,0.9337068160597572,,,,,90.2,0.1699999999999999,1,1,1,Promising,KOI-3503 b,KOI-3503
2.274,,0.1779,5748.0,0.9,,0.6915901242788246,0.1844138638666031,False,0.6108735491753208,,,,,36.0,0.2,0,0,1,Limited,Kepler-513 b,Kepler-513
2.329,,0.21395,6051.0,1.1,,1.3959645769144722,0.1561051038612261,False,0.6007810153199158,,,,,33.7,0.1699999999999999,0,0,1,Limited,Kepler-512 b,Kepler-512
3.68,,0.17177,5837.0,0.952,,0.8418395385723675,0.1613892735556751,False,0.4273504273504273,,,,,101.6,0.2,0,0,0,Limited,Kepler-511 c,Kepler-511
8.985,,0.85672,5837.0,0.952,,0.8418395385723675,0.8049450919288466,False,0.2003004506760139,,,,,4.1,0.4747849122036932,1,1,1,Promising,Kepler-511 b,Kepler-511
2.617,,0.1352,5700.0,0.861,,0.5922581286887033,0.1514478761539321,False,0.552944429084877,,,,,109.7,0.2,0,0,0,Limited,Kepler-510 b,Kepler-510
2.684,,0.07437,6163.0,1.156,,1.660934167975728,0.0497466205005011,False,0.5428881650380022,,,,,332.9,0.1699999999999999,0,0,0,Limited,Kepler-506 b,Kepler-506
1.185,,0.18688,6001.0,0.858,,0.5850668713813356,0.2106211998389897,False,0.9153318077803204,,,,,52.5,0.1699999999999999,1,1,1,Promising,KOI-3503 c,KOI-3503
2.432,,0.23702,5952.0,1.018,,1.0644302861529382,0.1980470569690653,False,0.5827505827505828,,,,,28.4,0.2,0,0,1,Limited,Kepler-509 b,Kepler-509
1.594,,0.17274,6150.0,1.071,,1.2713442053387738,0.1320697488841015,False,0.7710100231303006,,,,,61.4,0.1699999999999999,0,0,1,Moderate,Kepler-508 b,Kepler-508
1.284,,0.04781,6030.0,1.144,,1.601367778066708,0.032569808995612,False,0.8756567425569177,,,,,848.6,0.1699999999999999,1,1,1,Promising,Kepler-507 b,Kepler-507
1.3,,0.0742,6015.0,1.108,,1.431822429548726,0.0534566003073949,False,0.8695652173913043,,,,,300.1,0.1699999999999999,1,1,1,Promising,KOI-351 b,KOI-351
1.866,,0.03835,4961.0,0.831,,0.5231227209036543,0.0457094070342099,False,0.6978367062107467,,,,,201.3,0.19,0,0,1,Moderate,Kepler-411 b,Kepler-411
0.981,,0.32273,5416.0,0.941,,0.8082834416216905,0.3094564276466051,False,0.9904088844018172,,,,,5.9,0.2,1,1,1,Promising,Kepler-409 b,Kepler-409
2.803,,0.1345,6443.0,1.265,,2.27675783240322,0.0768432766972148,False,0.5259006047856956,,,,,180.0,0.1699999999999999,0,0,0,Limited,Kepler-1015 b,Kepler-1015
2.105,,0.31209,5710.0,0.876,,0.6291647341005121,0.3391873744630226,False,0.644122383252818,,,,,15.5,0.2,0,0,1,Limited,Kepler-371 c,Kepler-371
2.303,,0.19957,5710.0,0.876,,0.6291647341005121,0.2168977677002961,False,0.6055101422948834,,,,,37.9,0.2,0,0,1,Limited,Kepler-371 b,Kepler-371
2.249,,0.13873,5649.0,0.982,,0.9384047712562767,0.1234574474423722,False,0.6155740227762388,,,,,50.3,0.2,0,0,1,Limited,Kepler-370 c,Kepler-370
1.526,,0.05368,5649.0,0.982,,0.9384047712562767,0.0477704590117966,False,0.7917656373713381,,,,,335.4,0.2,0,0,1,Moderate,Kepler-370 b,Kepler-370
1.91,,0.21065,5348.0,0.787,,0.4324257658580366,0.2761516818822926,False,0.6872852233676976,,,,,10.2,0.2,0,0,1,Moderate,Kepler-37 d,Kepler-37
0.718,,0.13892,5348.0,0.787,,0.4324257658580366,0.1821172164589987,False,0.8358556461001164,,,,,23.5,0.2,0,0,1,Moderate,Kepler-37 c,Kepler-37
1.534,,0.07148,6121.0,1.037,,1.135600689024585,0.0578247456210129,False,0.7892659826361483,,,,,384.4,0.1699999999999999,0,0,1,Moderate,Kepler-372 b,Kepler-372
0.276,,0.10186,5348.0,0.787,,0.4324257658580366,0.1335333981321164,False,0.432601880877743,,,,,43.6,0.2,0,0,0,Limited,Kepler-37 b,Kepler-37
3.961,,0.35782,5459.0,1.165,,1.7066353567518728,0.2361218910666801,False,0.4031445273130418,,,,,27.1,0.2,0,0,0,Limited,Kepler-368 c,Kepler-368
3.417,,0.18472,5459.0,1.165,,1.7066353567518728,0.1218949072657681,False,0.4527960153950645,,,,,101.4,0.2,0,0,0,Limited,Kepler-368 b,Kepler-368
1.323,,0.2549,4859.0,0.768,,0.3969760171105408,0.3487624430425362,False,0.8609556607834696,,,,,3.8,0.19,1,1,1,Promising,Kepler-367 c,Kepler-367
1.124,,0.20205,4859.0,0.768,,0.3969760171105408,0.2764513598146113,False,0.9416195856873822,,,,,6.0,0.19,1,1,1,Promising,Kepler-367 b,Kepler-367
1.436,,0.12353,5846.0,1.062,,1.2343428582337794,0.0958509778670943,False,0.8210180623973727,,,,,68.4,0.2,1,1,1,Promising,Kepler-1050 b,Kepler-1050
2.65,,0.14629,6121.0,1.037,,1.135600689024585,0.1183433413108278,False,0.547945205479452,,,,,91.7,0.1699999999999999,0,0,0,Limited,Kepler-372 c,Kepler-372
2.727,,0.18395,6417.0,1.23,,2.063801339707257,0.1103844397934918,False,0.5366246310705662,,,,,88.7,0.1699999999999999,0,0,0,Limited,Kepler-1051 b,Kepler-1051
1.627,,0.04372,5730.0,1.033,,1.1203433104013905,0.0356079196590379,False,0.7613247049866768,,,,,908.0,0.2,0,0,1,Moderate,Kepler-374 c,Kepler-374
2.281,,0.11341,5846.0,0.968,,0.892408607644929,0.1034931214621177,False,0.6095702529716549,,,,,163.9,0.2,0,0,1,Limited,Kepler-376 c,Kepler-376
1.262,,0.05603,5846.0,0.968,,0.892408607644929,0.0511305845650511,False,0.8841732979664014,,,,,672.1,0.2,1,1,1,Promising,Kepler-376 b,Kepler-376
2.635,,0.25425,5760.0,0.818,,0.4950357492432183,0.3115191082286851,False,0.5502063273727649,,,,,16.9,0.2,0,0,1,Limited,Kepler-104 d,Kepler-104
3.025,,0.13874,5483.0,0.891,,0.6676855296480034,0.1463719028937758,False,0.4968944099378882,,,,,31.9,0.2,0,0,0,Limited,Kepler-375 c,Kepler-375
1.624,,0.09945,5483.0,0.891,,0.6676855296480034,0.1049206122443852,False,0.7621951219512195,,,,,62.2,0.2,0,0,1,Moderate,Kepler-375 b,Kepler-375
1.91,,0.0581,5730.0,1.033,,1.1203433104013905,0.0473197651461598,False,0.6872852233676976,,,,,516.1,0.2,0,0,1,Moderate,Kepler-374 d,Kepler-374
1.55,,0.03034,5730.0,1.033,,1.1203433104013905,0.0247105279610066,False,0.7843137254901961,,,,,1886.3,0.2,0,0,1,Moderate,Kepler-374 b,Kepler-374
1.334,,0.04413,5659.0,1.126,,1.514901399509356,0.0309089146148251,False,0.856898029134533,,,,,1235.9,0.2,1,1,1,Promising,Kepler-1047 c,Kepler-1047
2.106,,0.67249,5696.0,1.002,,1.007017517504374,0.5777092599765542,False,0.6439150032195751,,,,,2.0,0.2833662098488901,0,0,1,Limited,Kepler-1040 b,Kepler-1040
1.76,,0.11858,6004.0,1.076,,1.2922393144219035,0.0899253179335445,False,0.7246376811594203,,,,,101.4,0.1699999999999999,0,0,1,Moderate,Kepler-1046 b,Kepler-1046
1.812,,0.12724,5602.0,0.981,,0.935064406640178,0.1134344339713344,False,0.7112375533428166,,,,,96.1,0.2,0,0,1,Moderate,Kepler-373 c,Kepler-373
3.021,,0.29871,5659.0,1.126,,1.514901399509356,0.2092182616042242,False,0.4973887092762994,,,,,27.0,0.2,0,0,0,Limited,Kepler-1047 b,Kepler-1047
2.179,,0.06089,5602.0,0.981,,0.935064406640178,0.0542834225441256,False,0.6291286568103178,,,,,419.2,0.2,0,0,1,Limited,Kepler-373 b,Kepler-373
2.618,,0.19175,6121.0,1.037,,1.135600689024585,0.1551188440518917,False,0.552791597567717,,,,,53.4,0.1699999999999999,0,0,0,Limited,Kepler-372 d,Kepler-372
1.325,,0.15264,5846.0,1.062,,1.2343428582337794,0.1184383814590243,False,0.8602150537634409,,,,,44.8,0.2,1,1,1,Promising,Kepler-1050 c,Kepler-1050
3.009,,0.10856,5938.0,1.088,,1.3433869766968474,0.0807441893217056,False,0.4988775255674732,,,,,286.6,0.2,0,0,0,Limited,Kepler-366 c,Kepler-366
1.491,,0.10704,5924.0,1.043,,1.1587642274136971,0.0857216597801686,False,0.8028904054596547,,,,,132.6,0.2,1,1,1,Promising,Kepler-377 b,Kepler-377
1.844,,0.07279,5604.0,0.994,,0.979157027854588,0.0634143517791297,False,0.7032348804500703,,,,,135.4,0.2,0,0,1,Moderate,Kepler-360 c,Kepler-360
1.415,,0.04323,5604.0,0.994,,0.979157027854588,0.0376618000743478,False,0.8281573498964803,,,,,383.7,0.2,1,1,1,Promising,Kepler-360 b,Kepler-360
2.067,,0.0298,5558.0,0.945,,0.8203729457662374,0.0283630290617597,False,0.6521030322791,,,,,696.7,0.2,0,0,1,Limited,Kepler-1066 b,Kepler-1066
0.762,,0.0164,5584.0,1.012,,1.0426337856632164,0.0138458608268248,False,0.8649262202043133,,,,,2611.9,0.2,0,0,1,Moderate,Kepler-1067 b,Kepler-1067
1.439,,0.06069,5584.0,1.012,,1.0426337856632164,0.051238127657317,False,0.8200082000820008,,,,,190.8,0.2,1,1,1,Promising,Kepler-1067 c,Kepler-1067
24.437,,0.3329,5585.0,0.827,,0.5143624821660743,0.4001484732613715,False,0.0786256240908912,,,,,5.5,0.2,0,0,0,Limited,Kepler-359 d,Kepler-359
2.806,,0.30084,6145.0,1.191,,1.8437038611024543,0.1909994022932256,False,0.5254860746190226,,,,,30.6,0.1699999999999999,0,0,0,Limited,Kepler-361 c,Kepler-361
3.513,,0.13038,5684.0,1.031,,1.1127697945609454,0.1065492318862217,False,0.4431641923332594,,,,,53.1,0.2,0,0,0,Limited,Kepler-1068 b,Kepler-1068
4.143,,0.27439,5585.0,0.827,,0.5143624821660743,0.3298189834130001,False,0.3888780867198134,,,,,8.1,0.2,0,0,0,Limited,Kepler-359 c,Kepler-359
3.084,,0.15949,5585.0,0.827,,0.5143624821660743,0.1917082607403308,False,0.4897159647404504,,,,,23.9,0.2,0,0,0,Limited,Kepler-359 b,Kepler-359
2.636,,0.16587,5579.0,1.064,,1.2424979986191882,0.1282809024485719,False,0.55005500550055,,,,,78.0,0.2,0,0,0,Limited,Kepler-1069 b,Kepler-1069
2.932,,0.24444,4935.0,0.794,,0.4460378959506373,0.3155210994409546,False,0.508646998982706,,,,,4.5,0.19,0,0,1,Limited,Kepler-357 d,Kepler-357
2.163,,0.11918,4935.0,0.794,,0.4460378959506373,0.153836543247312,False,0.6323110970597534,,,,,18.9,0.19,0,0,1,Limited,Kepler-357 c,Kepler-357
1.615,,0.08636,6145.0,1.191,,1.8437038611024543,0.0548288405200204,False,0.7648183556405355,,,,,372.1,0.1699999999999999,0,0,1,Moderate,Kepler-361 b,Kepler-361
1.32,,0.08161,6198.0,1.487,,4.009483123681612,0.0351350999814291,False,0.8620689655172413,,,,,923.1,0.1699999999999999,1,1,1,Promising,Kepler-1274 b,Kepler-1274
2.496,,0.04447,5938.0,1.088,,1.3433869766968474,0.0330756641409013,False,0.5720823798627002,,,,,1703.1,0.2,0,0,1,Limited,Kepler-366 b,Kepler-366
2.68,,0.05542,5909.0,1.223,,2.0229847067483235,0.0335901723661347,False,0.5434782608695652,,,,,685.2,0.2,0,0,0,Limited,Kepler-1054 b,Kepler-1054
2.676,,0.20988,5738.0,1.014,,1.04986351298972,0.1765820868667441,False,0.544069640914037,,,,,19.0,0.2,0,0,0,Limited,Kepler-1052 b,Kepler-1052
2.194,,0.3074,6090.0,1.076,,1.2922393144219035,0.233117243487701,False,0.6261740763932373,,,,,21.8,0.1699999999999999,0,0,1,Limited,Kepler-364 c,Kepler-364
1.599,,0.17494,6090.0,1.076,,1.2922393144219035,0.1326660070778738,False,0.7695267410542517,,,,,67.6,0.1699999999999999,0,0,1,Moderate,Kepler-364 b,Kepler-364
2.221,,0.1094,5648.0,1.226,,2.040406252269438,0.0660238750120441,False,0.6209251785159888,,,,,190.7,0.2,0,0,1,Limited,Kepler-363 d,Kepler-363
1.753,,0.0806,5648.0,1.226,,2.040406252269438,0.0486428183361129,False,0.7264802034144571,,,,,352.4,0.2,0,0,1,Moderate,Kepler-363 c,Kepler-363
2.455,,0.62919,5738.0,1.014,,1.04986351298972,0.5293676540674993,False,0.5788712011577424,,,,,2.1,0.2329367798785858,0,0,1,Limited,Kepler-1052 c,Kepler-1052
1.127,,0.0335,5682.0,0.951,,0.8387486019455163,0.0315334082278427,False,0.9402914903620122,,,,,618.7,0.2,1,1,1,Promising,Kepler-1055 b,Kepler-1055
1.869,,0.0388,5994.0,1.023,,1.0828410666565331,0.032143367773653,False,0.6971070059254095,,,,,757.0,0.2,0,0,1,Moderate,Kepler-1061 b,Kepler-1061
0.86,,0.06491,5860.0,0.959,,0.863704386182422,0.0602103369134317,False,0.9247311827956988,,,,,274.8,0.2,1,1,1,Promising,Kepler-106 b,Kepler-106
2.387,,0.10987,5860.0,0.959,,0.863704386182422,0.1019151088688761,False,0.5904930617065249,,,,,95.8,0.2,0,0,1,Limited,Kepler-106 c,Kepler-106
1.008,,0.16063,5860.0,0.959,,0.863704386182422,0.1489999448221313,False,0.99601593625498,,,,,44.8,0.2,1,1,1,Promising,Kepler-106 d,Kepler-106
1.295,,0.04936,5648.0,1.226,,2.040406252269438,0.0297891999140265,False,0.8714596949891068,,,,,940.0,0.2,1,1,1,Promising,Kepler-363 b,Kepler-363
2.621,,0.24006,5860.0,0.959,,0.863704386182422,0.2226789936749103,False,0.5523336095001381,,,,,20.1,0.2,0,0,0,Limited,Kepler-106 e,Kepler-106
3.204,,0.2135,5626.0,0.904,,0.7024080928159101,0.2196064729036579,False,0.4757373929590865,,,,,37.7,0.2,0,0,0,Limited,Kepler-362 c,Kepler-362
2.36,,0.15091,5760.0,0.818,,0.4950357492432183,0.1849020594800034,False,0.5952380952380952,,,,,47.9,0.2,0,0,1,Limited,Kepler-104 c,Kepler-104
2.025,,0.17877,5924.0,1.043,,1.1587642274136971,0.143165742889581,False,0.6611570247933884,,,,,47.5,0.2,0,0,1,Limited,Kepler-377 c,Kepler-377
0.71,,0.03592,6089.0,1.015,,1.0534917716345864,0.0301691285002659,False,0.8304093567251462,,,,,1493.1,0.1699999999999999,0,0,1,Moderate,Kepler-408 b,Kepler-408
1.293,,0.05904,5871.0,0.87,,0.6142107088596144,0.0649425993620785,False,0.8722197993894462,,,,,302.0,0.2,1,1,1,Promising,Kepler-394 d,Kepler-394
4.15,,0.43519,5780.0,0.983,,0.9417536506892636,0.3865914652826803,False,0.3883495145631067,,,,,6.7,0.2,0,0,0,Limited,Kepler-1016 c,Kepler-1016
4.076,,0.04465,5827.0,1.148,,1.6210507379113093,0.0302318810323754,False,0.3940110323089046,,,,,1179.6,0.2,0,0,0,Limited,Kepler-4 b,Kepler-4
5.142,,0.38946,5656.0,1.005,,1.0176096486083128,0.3328237136980492,False,0.325626831650928,,,,,4.9,0.2,0,0,0,Limited,Kepler-396 c,Kepler-396
2.955,,0.24067,5656.0,1.005,,1.0176096486083128,0.2056711425453435,False,0.5056890012642226,,,,,12.7,0.2,0,0,0,Limited,Kepler-396 b,Kepler-396
2.017,,0.07196,5400.0,0.949,,0.8325910603539607,0.0679856561949154,False,0.6629101756711966,,,,,111.4,0.2,0,0,1,Limited,Kepler-1017 b,Kepler-1017
0.471,,0.05524,4909.0,0.803,,0.4639854998238523,0.0699106719579335,False,0.6403806934058464,,,,,89.6,0.19,0,0,0,Limited,Kepler-102 b,Kepler-102
1.562,,0.09869,5871.0,0.87,,0.6142107088596144,0.1085566587236369,False,0.78064012490242,,,,,107.9,0.2,0,0,1,Moderate,Kepler-394 c,Kepler-394
3.032,,0.27021,6045.0,1.173,,1.748006496657437,0.1761862074133077,False,0.496031746031746,,,,,46.8,0.1699999999999999,0,0,0,Limited,Kepler-401 c,Kepler-401
0.554,,0.06706,4909.0,0.803,,0.4639854998238523,0.0848698345673248,False,0.712998712998713,,,,,60.7,0.19,0,0,1,Limited,Kepler-102 c,Kepler-102
1.478,,0.07479,5871.0,0.87,,0.6142107088596144,0.0822672257162915,False,0.8071025020177562,,,,,187.6,0.2,1,1,1,Promising,Kepler-394 b,Kepler-394
1.311,,0.12628,6330.0,1.256,,2.2205662660624,0.0730541202307404,False,0.8654262224145391,,,,,203.2,0.1699999999999999,1,1,1,Promising,Kepler-393 c,Kepler-393
1.414,,0.09263,6330.0,1.256,,2.2205662660624,0.0535872913919345,False,0.8285004142502072,,,,,376.8,0.1699999999999999,1,1,1,Promising,Kepler-393 b,Kepler-393
1.067,,0.08933,5951.0,0.874,,0.624151493743764,0.0974752454958111,False,0.9675858732462508,,,,,183.6,0.2,1,1,1,Promising,Kepler-392 c,Kepler-392
0.968,,0.05721,5951.0,0.874,,0.624151493743764,0.0624264949604316,False,0.983739837398374,,,,,447.2,0.2,1,1,1,Promising,Kepler-392 b,Kepler-392
2.205,,0.12209,6045.0,1.173,,1.748006496657437,0.0796068763668655,False,0.6240249609984398,,,,,229.5,0.1699999999999999,0,0,1,Limited,Kepler-401 b,Kepler-401
2.909,,0.66886,6045.0,1.173,,1.748006496657437,0.4361197094499279,False,0.5116398055768738,,,,,7.7,0.1699999999999999,0,0,1,Limited,Kepler-401 d,Kepler-401
2.319,,0.08197,5090.0,1.334,,2.741860806141363,0.0426750701898773,False,0.6025911419102139,,,,,648.9,0.19,0,0,1,Limited,Kepler-391 b,Kepler-391
1.462,,0.112,5326.0,0.86,,0.5898540685771015,0.1257151864346489,False,0.8123476848090982,,,,,34.2,0.2,1,1,1,Promising,Kepler-404 c,Kepler-404
2.508,,0.03044,5780.0,0.983,,0.9417536506892636,0.027040704527229,False,0.5701254275940707,,,,,1377.1,0.2,0,0,0,Limited,Kepler-1016 b,Kepler-1016
0.834,,0.05531,5656.0,1.055,,1.2061008088604344,0.0434164055074708,False,0.9094874591057795,,,,,340.7,0.2,1,1,1,Promising,Kepler-406 c,Kepler-406
1.451,,0.03599,5656.0,1.055,,1.2061008088604344,0.0282508847263401,False,0.8159934720522235,,,,,806.9,0.2,1,1,1,Promising,Kepler-406 b,Kepler-406
3.327,,0.17962,5461.0,0.873,,0.6216556039416001,0.1963910881011877,False,0.462214005084354,,,,,14.4,0.2,0,0,0,Limited,Kepler-405 c,Kepler-405
2.051,,0.09037,5461.0,0.873,,0.6216556039416001,0.0988078311530137,False,0.6555227794165848,,,,,56.8,0.2,0,0,1,Limited,Kepler-405 b,Kepler-405
1.062,,0.09667,5326.0,0.86,,0.5898540685771015,0.1085079202914063,False,0.9699321047526672,,,,,46.0,0.2,1,1,1,Promising,Kepler-404 b,Kepler-404
1.134,,0.05075,6119.0,1.072,,1.2755037763406945,0.0387379989443317,False,0.9372071227741332,,,,,580.4,0.1699999999999999,1,1,1,Promising,Kepler-402 b,Kepler-402
1.764,,0.12178,6094.0,1.299,,2.4982277535571806,0.0664204733211503,False,0.723589001447178,,,,,271.1,0.1699999999999999,0,0,1,Moderate,Kepler-403 d,Kepler-403
2.324,,0.30629,6094.0,1.299,,2.4982277535571806,0.1670547444041314,False,0.601684717208183,,,,,42.9,0.1699999999999999,0,0,1,Limited,Kepler-403 c,Kepler-403
1.774,,0.07842,6094.0,1.299,,2.4982277535571806,0.0427713378046034,False,0.7209805335255948,,,,,654.2,0.1699999999999999,0,0,1,Moderate,Kepler-403 b,Kepler-403
1.425,,0.1006,6119.0,1.072,,1.2755037763406945,0.0767890185970398,False,0.8247422680412371,,,,,147.6,0.1699999999999999,1,1,1,Promising,Kepler-402 e,Kepler-402
1.13,,0.08621,6119.0,1.072,,1.2755037763406945,0.0658049830343022,False,0.9389671361502347,,,,,200.8,0.1699999999999999,1,1,1,Promising,Kepler-402 d,Kepler-402
1.433,,0.06708,6119.0,1.072,,1.2755037763406945,0.0512028565356802,False,0.8220304151253596,,,,,332.2,0.1699999999999999,1,1,1,Promising,Kepler-402 c,Kepler-402
2.499,,0.16135,5090.0,1.334,,2.741860806141363,0.0840017393575296,False,0.5715918833952558,,,,,167.2,0.19,0,0,1,Limited,Kepler-391 c,Kepler-391
1.34,,0.08624,4909.0,0.803,,0.4639854998238523,0.1091436703412778,False,0.8547008547008547,,,,,36.8,0.19,1,1,1,Promising,Kepler-102 d,Kepler-102
1.611,,0.15055,6060.0,1.125,,1.510197783647441,0.1056101978766169,False,0.7659900421294523,,,,,86.3,0.1699999999999999,0,0,1,Moderate,Kepler-379 b,Kepler-379
0.923,,0.08364,6346.0,1.144,,1.601367778066708,0.0569784318007318,False,0.9599583983359334,,,,,436.7,0.1699999999999999,1,1,1,Promising,Kepler-381 d,Kepler-381
3.029,,0.0909,5837.0,0.992,,0.9722788811208978,0.0794713275243214,False,0.4964010920824026,,,,,149.8,0.2,0,0,0,Limited,Kepler-385 b,Kepler-385
2.86,,0.47726,5476.0,0.959,,0.863704386182422,0.4427050592405554,False,0.5181347150259068,,,,,2.6,0.2,0,0,1,Limited,Kepler-1036 b,Kepler-1036
2.139,,0.23879,5541.0,0.882,,0.6443770257875068,0.2564413900532624,False,0.6371455877668047,,,,,38.7,0.2,0,0,1,Limited,Kepler-384 c,Kepler-384
1.986,,0.15009,5541.0,0.882,,0.6443770257875068,0.1611846737011355,False,0.6697923643670463,,,,,98.1,0.2,0,0,1,Moderate,Kepler-384 b,Kepler-384
2.053,,0.10361,5720.0,1.002,,1.007017517504374,0.0890072066888292,False,0.6550933508024894,,,,,117.3,0.2,0,0,1,Limited,Kepler-382 c,Kepler-382
1.793,,0.05927,5720.0,1.002,,1.007017517504374,0.0509164862508146,False,0.7160759040458289,,,,,358.6,0.2,0,0,1,Moderate,Kepler-382 b,Kepler-382
1.345,,0.01714,4766.0,0.767,,0.3951698242556487,0.023505037123857,False,0.8528784648187633,,,,,761.7,0.19,1,1,1,Promising,Kepler-1039 b,Kepler-1039
2.325,,0.2872,5837.0,0.992,,0.9722788811208978,0.2510909270075371,False,0.6015037593984962,,,,,15.0,0.2,0,0,1,Limited,Kepler-385 d,Kepler-385
0.992,,0.11549,6346.0,1.144,,1.601367778066708,0.0786757423322156,False,0.9959839357429718,,,,,229.1,0.1699999999999999,1,1,1,Promising,Kepler-381 c,Kepler-381
0.919,,0.06479,6346.0,1.144,,1.601367778066708,0.0441371663841393,False,0.9577905158936948,,,,,728.1,0.1699999999999999,1,1,1,Promising,Kepler-381 b,Kepler-381
2.38,,0.09288,5760.0,0.818,,0.4950357492432183,0.1138009627228329,False,0.591715976331361,,,,,126.7,0.2,0,0,1,Limited,Kepler-104 b,Kepler-104
1.416,,0.07562,6031.0,0.99,,0.9654353152371162,0.0663463588324774,False,0.8278145695364238,,,,,322.5,0.1699999999999999,1,1,1,Promising,Kepler-380 c,Kepler-380
1.22,,0.04861,6031.0,0.99,,0.9654353152371162,0.0426487239202159,False,0.9009009009009008,,,,,780.4,0.1699999999999999,1,1,1,Promising,Kepler-380 b,Kepler-380
2.363,,0.3217,6060.0,1.125,,1.510197783647441,0.2256712099429271,False,0.5947071067499257,,,,,18.9,0.1699999999999999,0,0,1,Limited,Kepler-379 c,Kepler-379
3.124,,0.1196,5837.0,0.992,,0.9722788811208978,0.1045629347844757,False,0.4849660523763337,,,,,86.6,0.2,0,0,0,Limited,Kepler-385 c,Kepler-385
1.632,,0.03883,5737.0,1.059,,1.2221819356371069,0.0302789960369863,False,0.7598784194528876,,,,,1142.7,0.2,0,0,1,Moderate,Kepler-1035 b,Kepler-1035
2.414,,0.11627,4909.0,0.803,,0.4639854998238523,0.1471490555494014,False,0.5858230814294083,,,,,20.2,0.19,0,0,1,Limited,Kepler-102 e,Kepler-102
1.265,,0.02911,5404.0,0.903,,0.6996923507480649,0.0300006492285084,False,0.8830022075055188,,,,,1172.7,0.2,1,1,1,Promising,Kepler-1027 b,Kepler-1027
0.753,,0.16564,4909.0,0.803,,0.4639854998238523,0.2096307694263597,False,0.8590986879634912,,,,,10.0,0.19,0,0,1,Moderate,Kepler-102 f,Kepler-102
0.852,,0.10026,5128.0,0.787,,0.4324257658580366,0.1314358776430983,False,0.9200863930885528,,,,,40.8,0.19,1,1,1,Promising,Kepler-390 c,Kepler-390
0.822,,0.0645,5128.0,0.787,,0.4324257658580366,0.0845562947135432,False,0.902305159165752,,,,,98.4,0.19,1,1,1,Promising,Kepler-390 b,Kepler-390
