pl_rade,pl_bmasse,pl_orbsmax,st_teff,st_mass,pl_eqt,stellar_luminosity,hz_position,in_habitable_zone,esi_radius,esi_mass,esi_temperature,esi_surface,escape_velocity_ratio,stellar_flux,habitability_score,ml_target,is_habitable_optimized,is_habitable_relaxed,habitability_class_ml,pl_name,hostname
15.9727975,435.42491759,0.03559,6450.0,1.131,1984.0,1.5385765794955748,0.0247349160183786,False,0.1178356131333092,0.0045826897580557,0.2535211267605634,0.1728404391746283,5.221149710180371,2590.0,0.3218521317523885,0,0,0,Limited,TOI-3523 A b,TOI-3523 A
11.02963701,565.73456446,0.0481,5550.0,1.015,1170.0,1.0534917716345864,0.0403990835429507,False,0.1662560556347161,0.0035289889225402,0.3950617283950617,0.2562838361957236,7.161858674651875,308.0,0.3768851508587171,0,0,0,Limited,TOI-3593 b,TOI-3593
12.80065596,69.28659273,0.048,5703.0,1.32,1657.0,2.642462052206556,0.0254553380290743,False,0.1449206476704314,0.0284549289177074,0.2961439588688945,0.2071650895372234,2.326529103867048,1258.0,0.3621495268611671,0,0,0,Limited,TOI-3682 b,TOI-3682
14.20177855,254.2627256,0.066,6490.0,1.174,1358.0,1.7532277627697233,0.0429701407983502,False,0.1315635531343798,0.0078350648152759,0.3499392466585662,0.2145675899840633,4.231262615658323,567.0,0.334370276995219,0,0,0,Limited,TOI-2031 A b,TOI-2031 A
13.65253849,327.36325921,0.04756,5890.0,1.044,1292.0,1.162657360409411,0.0380240160019025,False,0.1364951200343169,0.0060908154122106,0.3645569620253165,0.2230700479468086,4.896753733642258,464.0,0.3669210143840425,0,0,0,Limited,TOI-3135 b,TOI-3135
1.627,1.64,0.0494,3415.0,0.2923,416.0,0.0135020854994603,0.366495404031787,False,0.7613247049866768,0.7575757575757576,0.8181818181818181,0.7892414277980696,1.0039871343546194,4.97,0.4967724283394208,0,0,1,Moderate,L 98-59 d,L 98-59
12.25141591,235.19302118,0.059,6033.0,1.26,1426.0,2.245416491017593,0.0339426361303764,False,0.1509272679676989,0.008467650695216,0.3360560093348891,0.2252110462944532,4.381462244562074,689.0,0.337563313888336,0,0,0,Limited,TOI-2382 b,TOI-2382
9.6397234,54.03082919,0.0654,5271.0,0.939,929.0,0.8022866634891523,0.0629440919450437,False,0.1879748114504555,0.0363432648469602,0.4732949876746096,0.2982742631682801,2.367492053690904,124.2,0.389482278950484,0,0,0,Limited,TOI-2876 b,TOI-2876
18.6405349,444.9597698,0.02871,6240.0,1.229,1978.0,2.057934699938216,0.0172527928633325,False,0.1018302205201142,0.0044847094635844,0.2541924095322153,0.1608865100535302,4.885749409024368,2560.0,0.3182659530160591,0,0,0,Limited,TOI-2886 b,TOI-2886
16.11851425,394.10722468,0.0473,6480.0,1.271,1689.0,2.3147784308127544,0.0268008419754258,False,0.1168325691582725,0.0050619170571224,0.291350531107739,0.1844972386648221,4.944754044945655,1360.0,0.3253491715994466,0,0,0,Limited,TOI-2346 b,TOI-2346
9.292245,96.61983573,0.04489,5906.0,1.122,1622.0,1.4961495256400914,0.0316376426657821,False,0.1943210640632826,0.0204876394745393,0.3015706806282723,0.2420775403666648,3.224577515807646,1156.0,0.3726232621099994,0,0,0,Limited,TOI-2986 b,TOI-2986
13.75341932,1058.36859531,0.0434,6000.0,1.21,1726.0,1.9487171,0.0268013914695061,False,0.1355617946335168,0.001887917018547,0.2859980139026812,0.196902016308287,8.772293026448564,1484.0,0.3290706048924861,0,0,0,Limited,TOI-2992 b,TOI-2992
