pl_name,hostname,pl_rade,pl_bmasse,pl_orbsmax,st_teff,st_mass,pl_eqt,discoverymethod,disc_year,pl_orbper,pl_orbeccen,st_rad,st_logg,pl_insol
K2-32 d,K2-32,3.484,6.7,0.18422,5271.0,0.83,550.0,Transit,2016,31.71701,0.05,0.86,4.49,
K2-32 e,K2-32,1.212,2.1,0.04899,5271.0,0.83,1066.0,Transit,2019,4.34934,0.043,0.86,4.49,
K2-32 c,K2-32,3.134,8.1,0.13843,5271.0,0.83,634.0,Transit,2016,20.66093,0.049,0.86,4.49,
NGTS-17 b,NGTS-17,13.89913607,242.82090295,0.0391,5650.0,1.025,1457.0,Transit,2021,3.24253,0.0,1.337,4.0,1160.0
NGTS-16 b,NGTS-16,14.57167491,211.99154747,0.0523,5550.0,1.002,1177.0,Transit,2021,4.84532,0.0,1.213,4.35,480.0
NGTS-15 b,NGTS-15,12.32987877,238.68913366,0.0441,5600.0,0.995,1146.0,Transit,2021,3.27623,0.0,0.954,4.4,425.0
K2-138 d,K2-138,2.46,,0.0575,5283.0,0.916,888.0,Transit,2017,5.40484,,0.839,4.538,147.12
K2-138 b,K2-138,1.57,,0.0338,5378.0,0.93,,Transit,2017,2.35322,0.403,0.86,4.59,486.0
K2-138 c,K2-138,2.26,,0.0442,5283.0,0.916,1012.0,Transit,2017,3.56015,,0.839,4.538,248.95
TOI-178 b,TOI-178,1.152,1.5,0.02607,4316.0,0.65,1040.0,Transit,2021,1.914558,,0.651,4.45,
K2-138 f,K2-138,2.81,,0.1043,5378.0,0.93,,Transit,2017,12.75759,0.364,0.86,4.59,51.0
K2-138 g,K2-138,3.18,,0.2287,5283.0,0.916,445.0,Transit,2021,41.96645,,0.839,4.538,9.29
HD 108236 f,HD 108236,2.017,,0.1758,5660.0,0.869,,Transit,2021,29.54115,0.051,0.877,4.49,
K2-329 b,K2-329,8.675766,82.6358,0.1016,5282.0,0.901,650.0,Transit,2020,12.4551225,0.0697,0.822,4.566,45.7
K2-44 b,K2-44,2.72,,0.0651,5912.0,1.15,,Transit,2016,5.65688,,1.58,4.101,646.0
EPIC 201170410.02,EPIC 201170410,1.047,,0.0349,3648.0,0.287,,Transit,2020,6.7987,0.0,0.282,4.999,
EPIC 201757695.02,EPIC 201757695,0.90819,,0.0296,4520.0,0.727,,Transit,2020,2.0478,0.0,0.655,4.659,
EPIC 201841433 b,EPIC 201841433,1.04,,0.035,5053.0,0.802,,Transit,2019,4.1698,,0.628461,4.595,
K2-35 c,K2-35,1.93,,0.055,4402.71,0.701968,,Transit,2016,5.608352,0.12,0.619575,,68.0
K2-35 b,K2-35,1.32,,0.031,4402.71,0.701968,,Transit,2016,2.399964,0.13,0.619575,,211.0
K2-319 b,K2-319,2.79,,0.1516,5440.0,0.954,641.0,Transit,2020,26.68,,0.898,4.512,
K2-324 b,K2-324,2.43,,0.0331,3752.0,0.517,707.0,Transit,2020,3.262,,0.505,4.743,
K2-318 b,K2-318,1.66,,0.0911,3851.0,0.561,456.0,Transit,2020,7.01,,0.552,4.701,
K2-317 b,K2-317,2.93,,0.0542,3387.0,0.403,432.0,Transit,2020,6.22,,0.379,4.885,
K2-320 b,K2-320,2.62,,0.0142,3157.0,0.117,698.0,Transit,2020,1.995,,0.3,4.55,
K2-316 c,K2-316,1.83,,0.0582,3436.0,0.408,423.0,Transit,2020,5.26,,0.379,4.891,
K2-326 b,K2-326,2.28,,0.0198,3924.0,0.507,1114.0,Transit,2020,1.256,,0.688,4.462,
K2-325 b,K2-325,2.2,,0.0419,3287.0,0.274,423.0,Transit,2020,6.93,,0.298,4.84,
K2-323 b,K2-323,2.1,,0.1275,3710.0,0.478,318.0,Transit,2020,24.93,,0.549,4.63,
K2-322 b,K2-322,1.92,,0.0594,4141.0,0.63,635.0,Transit,2020,8.205,,0.602,4.677,
K2-316 b,K2-316,1.33,,0.0147,3436.0,0.408,841.0,Transit,2020,1.133,,0.379,4.891,
HATS-37 A b,HATS-37 A,6.792654,31.46517,0.04913,5326.0,0.843,1085.0,Transit,2020,4.3315366,0.0,0.877,4.478,229.7
PDS 70 b,PDS 70,14.5717,2542.64,22.0,3972.0,0.76,1200.0,Imaging,2018,43500.0,,1.26,,
Kepler-1649 b,Kepler-1649,1.08,,0.0514,3240.0,0.219,,Transit,2017,8.68909,0.0,0.252,4.98,2.3
CoRoT-30 b,CoRoT-30,11.309881,921.707,0.0844,5650.0,0.98,,Transit,2020,9.06005,0.007,0.91,4.4,
CoRoT-31 b,CoRoT-31,16.36514,266.9772,0.0586,5700.0,1.25,,Transit,2020,4.62941,0.02,2.15,3.85,
NGTS-10 b,NGTS-10,13.506845,687.14846,0.0143,4600.0,0.696,1332.0,Transit,2020,0.7668944,0.0,0.697,4.595,
Kepler-1661 b,Kepler-1661,3.87,17.0,0.633,5100.0,0.841,243.0,Transit,2020,175.06,0.057,0.762,4.66,0.88
EPIC 249893012 b,EPIC 249893012,1.95,8.75,0.047,5430.0,1.05,1616.0,Transit,2020,3.5951,0.06,1.71,3.99,1037.0
EPIC 249893012 d,EPIC 249893012,3.94,10.18,0.22,5430.0,1.05,752.0,Transit,2020,35.747,0.15,1.71,3.99,53.0
EPIC 249893012 c,EPIC 249893012,3.67,14.67,0.13,5430.0,1.05,990.0,Transit,2020,15.624,0.07,1.71,3.99,160.0
NGTS-8 b,NGTS-8,12.21781,295.5819,0.035,5241.0,0.89,1345.0,Transit,2019,2.4997,0.01,0.98,4.41,503.0
EPIC 248847494 b,EPIC 248847494,12.44199,4131.79,4.5,4898.0,0.9,183.0,Transit,2018,3650.0,0.0,2.7,3.52,0.19
EPIC 212737443 c,EPIC 212737443,2.69,,0.28,4684.0,0.69,316.0,Transit,2019,65.55,0.2,0.673,4.622,
EPIC 212737443 b,EPIC 212737443,2.586,,0.098,4684.0,0.69,536.0,Transit,2019,13.603,0.2,0.673,4.622,
K2-66 b,K2-66,2.49,21.3,0.05983,5887.0,1.11,1372.0,Transit,2016,5.06963,0.0,1.67,4.03,840.0
K2-133 b,K2-133,1.34,,0.03194,3655.0,0.461,,Transit,2017,3.07133,,0.455,,
K2-133 c,K2-133,1.48,,0.045,3655.0,0.51,,Transit,2017,4.8682,,0.47,,
K2-133 e,K2-133,1.73,,0.1346,3655.0,0.461,296.0,Transit,2019,26.5841,,0.455,,1.8
Kepler-47 b,Kepler-47,3.03,636.0,0.2962,5636.0,1.049,,Transit,2012,49.532,0.035,0.963,4.492,
CoRoT-21 b,CoRoT-21,14.5717,705.5826,0.0416,6200.0,1.29,,Transit,2012,2.72474,0.39,1.95,,
CoRoT-29 b,CoRoT-29,10.0881,266.9772,0.039,5260.0,0.97,,Transit,2015,2.85057,0.12,0.9,,
CoRoT-17 b,CoRoT-17,11.43318,765.9703,0.0481,5740.0,1.04,,Transit,2011,3.7681,0.081,1.59,,
CoRoT-16 b,CoRoT-16,13.11453,168.13207,0.0618,5650.0,1.098,,Transit,2011,5.35227,0.37,1.19,,
CoRoT-27 b,CoRoT-27,11.287463,3273.649,0.0467,5900.0,1.05,,Transit,2014,3.57532,0.034,1.08,,
CoRoT-26 b,CoRoT-26,14.12334,184.3414,0.0525,5590.0,1.09,,Transit,2013,4.20474,0.41,1.79,,
CoRoT-25 b,CoRoT-25,12.10572,93.12419,0.05789,6040.0,1.09,,Transit,2013,4.86069,0.22,1.19,,
CoRoT-28 b,CoRoT-28,10.704595,152.87623,0.059,5150.0,1.01,,Transit,2015,5.20851,0.071,1.78,,
CoRoT-23 b,CoRoT-23,11.76945,982.0947,0.0484,5900.0,1.14,,Transit,2011,3.6313,0.16,1.61,,
OGLE-TR-111 b,OGLE-TR-111,11.780659,247.9074,0.04689,5040.0,0.852,,Transit,2004,4.0144477,0.54,0.831,,
OGLE-TR-10 b,OGLE-TR-10,14.01125,359.1479,0.0435,5950.0,1.14,,Transit,2004,3.101278,0.82,1.17,,
Kepler-419 b,Kepler-419,10.76064,820.0014,0.3704,6430.0,1.39,,Transit,2014,69.7547,0.8,1.75,,
CoRoT-14 b,CoRoT-14,12.21781,2358.2986,0.02691,6040.0,1.13,,Transit,2010,1.51214,0.036,1.21,,
OGLE-TR-211 b,OGLE-TR-211,14.145758,216.1244,0.05106,6325.0,1.312,,Transit,2007,3.67724,0.58,1.56,,
OGLE-TR-182 b,OGLE-TR-182,16.47723,340.0781,0.05205,5924.0,1.187,,Transit,2007,3.9791,0.27,1.53,,
OGLE-TR-132 b,OGLE-TR-132,13.4508,858.141,0.03036,6210.0,1.305,,Transit,2004,1.68986531,0.6,1.32,,
Kepler-433 b,Kepler-433,16.25305,893.1023,0.0678,6340.0,1.46,,Transit,2015,5.3340838,0.15,2.26,,
Kepler-434 b,Kepler-434,12.66617,947.1334,0.1142,5970.0,1.198,,Transit,2015,12.8747099,0.13,1.38,,
HATS-8 b,HATS-8,9.785457,46.08535,0.04668,5679.0,1.056,,Transit,2015,3.583893,0.25,1.086,,
K2-264 c,K2-264,2.668,,0.11283,3660.0,0.496,331.0,Transit,2018,19.660302,,0.473,4.783,
K2-292 b,K2-292,2.63,24.5,0.13,5725.0,1.0,795.0,Transit,2019,16.9841,0.04,1.09,4.33,67.0
Kepler-730 c,Kepler-730,1.56926,,0.03997,5620.0,1.047,1607.0,Transit,2018,2.85188338,,1.411,4.162,
K2-286 b,K2-286,2.1,,0.1768,3926.0,0.64,347.0,Transit,2018,27.359,,0.62,4.7,
K2-285 d,K2-285,2.48,6.5,0.1178,4975.0,0.83,619.9,Transit,2018,10.45582,0.0,0.787,4.4,24.61
K2-285 e,K2-285,1.95,10.7,0.18041,4975.0,0.83,500.9,Transit,2018,14.76289,0.0,0.787,4.4,10.5
K2-269 b,K2-269,1.57,,0.0531,6209.0,1.16,1429.0,Transit,2018,4.144965,,1.45,4.18,
K2-197 b,K2-197,2.56,,0.0806,5667.0,1.0,848.0,Transit,2018,8.357881,,0.93,4.5,
K2-240 b,K2-240,2.0,,0.0513,3810.0,0.58,586.0,Transit,2018,6.034,,0.54,4.7,
K2-240 c,K2-240,1.8,,0.1159,3810.0,0.58,389.0,Transit,2018,20.523,,0.54,4.7,
K2-239 d,K2-239,1.1,,0.0685,3420.0,0.4,399.0,Transit,2018,10.115,,0.36,4.9,
K2-239 c,K2-239,1.0,,0.0576,3420.0,0.4,427.0,Transit,2018,7.775,,0.36,4.9,
K2-239 b,K2-239,1.1,,0.0441,3420.0,0.4,502.0,Transit,2018,5.24,,0.36,4.9,
CoRoT-24 b,CoRoT-24,3.7,5.7,0.056,4950.0,0.91,1070.0,Transit,2014,5.1134,0.0,0.86,4.55,
K2-155 d,K2-155,1.9,,0.1937,4258.0,0.65,381.0,Transit,2018,40.718,,0.58,4.6,
K2-155 b,K2-155,1.55,,0.0546,3919.0,0.54,,Transit,2018,6.34365,,0.526,4.732,19.9
BD+20 594 b,BD+20 594,2.23,16.3,0.241,5766.0,0.961,546.0,Transit,2016,41.6855,0.0,0.928,4.5,
Kepler-453 b,Kepler-453,6.204,16.0,0.7903,5527.0,0.944,,Transit,2015,240.503,0.0359,0.833,4.571,
Kepler-1654 b,Kepler-1654,9.180171,158.915,2.026,5597.0,1.011,206.0,Transit,2018,1047.8356,0.26,1.179,4.3001,0.3
K2-149 b,K2-149,1.64,,0.083,3745.0,0.595,,Transit,2018,11.332,,0.568,4.707,7.0
HATS-50 b,HATS-50,12.66617,123.9537,0.05046,5990.0,1.168,,Transit,2017,3.8297015,0.516,1.117,4.411,
K2-72 d,K2-72,1.01,,0.05,3360.47,0.271365,,Transit,2016,7.760178,0.11,0.330989,,5.4
K2-72 c,K2-72,1.16,,0.078,3360.47,0.271365,,Transit,2016,15.189034,0.11,0.330989,,2.2
K2-72 b,K2-72,1.08,,0.04,3360.47,0.271365,,Transit,2016,5.577212,0.11,0.330989,,8.5
K2-72 e,K2-72,0.82,,0.098,3497.0,0.217,,Transit,2016,24.1669,,0.232,5.048,0.76
K2-125 b,K2-125,2.18,,0.121,3654.47,0.494727,,Transit,2017,21.750264,0.08,0.402049,,2.0
HIP 65426 b,HIP 65426,16.8135,2860.47,92.0,8840.0,1.96,1500.0,Imaging,2017,,,1.77,,
Kepler-150 f,Kepler-150,3.64,,1.24,5528.0,0.97,,Transit,2017,637.2093,,0.905339,4.51122,
K2-71 b,K2-71,2.15,,0.0559,4006.0,0.477,,Transit,2016,6.98541,,0.426,4.852,13.4
K2-13 b,K2-13,2.7,,0.2245,5727.0,0.94,,Transit,2015,40.0603,,1.09,4.33,22.8
HATS-15 b,HATS-15,12.385945,689.6911,0.02712,5311.0,0.871,1505.0,Transit,2016,1.74748753,0.126,0.922,4.449,
Kepler-1647 b,Kepler-1647,11.8739,483.0,2.7205,6210.0,1.2207,,Transit,2016,1107.5923,0.0581,1.7903,4.018,
OGLE2-TR-L9 b,OGLE2-TR-L9,18.304297,1398.452,0.04047,6933.0,1.427,2034.0,Transit,2008,2.48553417,,1.499,4.241,
2MASS J02192210-3925225 b,2MASS J02192210-3925225,16.14096,4417.837,156.0,3064.0,0.108,,Imaging,2015,,,0.281,4.59,
CoRoT-22 b,CoRoT-22,4.88,12.2,0.092,5939.0,1.099,885.0,Transit,2014,9.75598,0.077,1.136,4.361,
CoRoT-24 c,CoRoT-24,5.0,28.0,0.098,4950.0,0.91,850.0,Transit,2014,11.759,0.0,0.86,4.55,
WTS-1 b,WTS-1,16.7,1274.44,0.047,6250.0,1.2,1500.0,Transit,2012,3.352057,0.1,1.15,4.4,
Kepler-35 b,Kepler-35,8.16,40.363,0.60347,5606.0,0.8877,,Transit,2011,131.458,0.042,1.0284,4.3623,
Kepler-38 b,Kepler-38,4.3,122.0,0.4632,5623.0,0.941,475.0,Transit,2012,105.599,0.032,1.752,3.926,
Kepler-413 b,Kepler-413,4.347,67.0,0.3553,4700.0,0.82,,Transit,2014,66.262,0.1181,0.7761,4.5721,
KOI-55 b,KOI-55,0.759,0.44,0.006,27730.0,0.496,,Orbital Brightness Modulation,2011,0.240104,,0.203,5.52,
KOI-55 c,KOI-55,0.867,0.655,0.0076,27730.0,0.496,,Orbital Brightness Modulation,2011,0.342887,,0.203,5.52,
PH1 b,PH1,6.18,169.0,0.652,6407.0,1.528,481.0,Transit,2012,138.317,0.0702,1.734,4.14,
Kepler-34 b,Kepler-34,8.564,69.92,1.0896,5913.0,1.0479,,Transit,2011,288.822,0.182,1.1618,4.3284,
Lupus-TR-3 b,Lupus-TR-3,9.976,257.431,0.0464,5000.0,0.87,,Transit,2007,3.91405,0.0,0.82,4.5,
POTS-1 b,POTS-1,10.548,734.16,0.03734,4400.0,0.695,,Transit,2013,3.1606296,,0.588,4.63,
