pl_name,hostname,pl_rade,pl_bmasse,pl_orbsmax,st_teff,st_mass,pl_eqt,discoverymethod,disc_year,pl_orbper,pl_orbeccen,st_rad,st_logg,pl_insol
TOI-880 c,TOI-880,4.95,,0.0635,5050.0,0.87,805.0,Transit,2025,6.3872703,,0.83,4.53,
TOI-880.02,TOI-880,2.19,,0.0349,5050.0,0.87,1085.0,Transit,2024,2.57571,,0.83,4.53,
WASP-69 b,WASP-69,11.21,82.58,0.0453,4792.0,0.83,971.0,Transit,2014,3.86813881,0.0,0.801,4.57,
K2-233 b,K2-233,1.315,2.4,0.03293,4796.0,0.79,1127.0,Transit,2018,2.467583,0.0,0.71,4.53,269.0
K2-233 c,K2-233,1.272,4.6,0.0664,4796.0,0.79,794.0,Transit,2018,7.06024,0.0,0.71,4.53,66.2
K2-233 d,K2-233,2.363,10.3,0.1516,4796.0,0.79,525.0,Transit,2018,24.3681,0.18,0.71,4.53,12.7
TOI-5817 b,TOI-5817,3.08,10.3,0.1223,5770.0,0.97,950.0,Transit,2025,15.61031,0.2,1.427,4.12,
TOI-5800 b,TOI-5800,2.46,9.5,0.0344,4850.0,0.778,1108.0,Transit,2025,2.6278838,0.3,0.773,4.56,
TOI-5795 b,TOI-5795,5.62,23.66,0.064,5715.0,0.901,1136.78,Transit,2025,6.1406325,0.25,1.082,4.32,
TOI-654.01,TOI-654,2.378,8.71,0.01944,3521.0,0.419,794.0,Transit,2024,1.527561,0.0,0.43,4.793,65.0
TOI-7149 b,TOI-7149,13.2,224.0,0.02603,3363.0,0.344,593.0,Transit,2025,2.65206166,0.078,0.351,4.88,20.6
Ross 176 b,Ross 176,1.84,4.57,0.0464,4041.0,0.577,682.0,Transit,2025,5.0066338,0.25,0.569,5.07,36.2
HD 235088 b,HD 235088,1.982,4.15,0.0706,5075.0,0.849,,Transit,2023,7.4341325,0.0,0.772,4.55,
TOI-3464 b,TOI-3464,13.7646283,397.28550875,0.0515,6370.0,1.363,1693.0,Transit,2025,3.6515568,0.25,1.56,4.185,1370.0
TOI-2169 A b,TOI-2169 A,12.50922246,329.58805806,0.0896,6270.0,1.42,1364.0,Transit,2025,8.2148282,0.045,1.82,4.069,577.0
TOI-3474 b,TOI-3474,14.67255574,193.87532827,0.0502,6020.0,1.121,1451.0,Transit,2025,3.8795105,0.13,1.256,4.292,740.0
TOI-3523 A b,TOI-3523 A,15.9727975,435.42491759,0.03559,6450.0,1.131,1984.0,Transit,2025,2.30458952,0.047,1.448,4.171,2590.0
TOI-3593 b,TOI-3593,11.02963701,565.73456446,0.0481,5550.0,1.015,1170.0,Transit,2025,3.8212867,0.105,0.918,4.519,308.0
TOI-3682 b,TOI-3682,12.80065596,69.28659273,0.048,5703.0,1.32,1657.0,Transit,2025,3.3462406,0.22,1.735,4.077,1258.0
TOI-2031 A b,TOI-2031 A,14.20177855,254.2627256,0.066,6490.0,1.174,1358.0,Transit,2025,5.71548654,0.076,1.241,4.32,567.0
TOI-3135 b,TOI-3135,13.65253849,327.36325921,0.04756,5890.0,1.044,1292.0,Transit,2025,3.7065585,0.24,0.985,4.469,464.0
L 98-59 d,L 98-59,1.627,1.64,0.0494,3415.0,0.2923,416.0,Transit,2019,7.450729,0.006,0.3155,4.91,4.97
TOI-2382 b,TOI-2382,12.25141591,235.19302118,0.059,6033.0,1.26,1426.0,Transit,2025,4.6612061,0.18,1.417,4.235,689.0
TOI-2876 b,TOI-2876,9.6397234,54.03082919,0.0654,5271.0,0.939,929.0,Transit,2025,6.2996431,0.13,0.873,4.529,124.2
TOI-2886 b,TOI-2886,18.6405349,444.9597698,0.02871,6240.0,1.229,1978.0,Transit,2025,1.60200105,0.11,1.241,4.34,2560.0
TOI-2346 b,TOI-2346,16.11851425,394.10722468,0.0473,6480.0,1.271,1689.0,Transit,2025,3.3312029,0.086,1.38,4.265,1360.0
TOI-2986 b,TOI-2986,9.292245,96.61983573,0.04489,5906.0,1.122,1622.0,Transit,2025,3.2783662,0.14,1.458,4.165,1156.0
TOI-2992 b,TOI-2992,13.75341932,1058.36859531,0.0434,6000.0,1.21,1726.0,Transit,2025,3.007812,0.089,1.545,4.139,1484.0
TOI-3160 A b,TOI-3160 A,13.7646283,378.21580433,0.0505,6190.0,1.088,1539.0,Transit,2025,3.971281,0.18,1.346,4.217,933.0
TOI-3486 b,TOI-3486,10.5700688,99.16246298,0.03138,4930.0,0.837,1190.0,Transit,2025,2.21778105,0.078,0.788,4.569,334.0
TOI-5181 A b,TOI-5181 A,13.34989601,330.54154328,0.0522,6060.0,1.25,1585.0,Transit,2025,3.8922295,0.15,1.53,4.163,1053.0
TOI-5340 b,TOI-5340,15.07607904,270.15414595,0.0628,5990.0,1.35,1566.0,Transit,2025,4.9394392,0.13,1.842,4.036,1004.0
TOI-5322 b,TOI-5322,16.6117094,184.02264765,0.0604,5692.0,0.998,1350.0,Transit,2025,5.4233207,0.055,1.462,4.11,554.0
TOI-3980 b,TOI-3980,14.4595851,187.51876013,0.0494,5840.0,1.24,1621.0,Transit,2025,3.6089254,0.16,1.626,4.106,1153.0
TOI-5210 b,TOI-5210,10.72699453,81.99972901,0.0557,5723.0,1.105,1286.0,Transit,2025,4.5661061,0.066,1.209,4.319,456.0
TOI-4214 b,TOI-4214,10.68215861,165.27077164,0.05018,6370.0,1.382,1642.0,Transit,2025,3.4913885,0.17,1.434,4.266,1210.0
TOI-4794 b,TOI-4794,14.35870428,308.29355479,0.0492,6390.0,1.25,1673.0,Transit,2025,3.5658116,0.1,1.451,4.215,1310.0
TOI-4734 b,TOI-4734,10.9175472,61.65871096,0.074,6070.0,1.391,1468.0,Transit,2025,6.235633,0.12,1.857,4.046,775.0
TOI-4487 A b,TOI-4487 A,14.60530185,397.28550875,0.05448,6206.0,1.378,1639.0,Transit,2025,3.9540709,0.083,1.634,4.15,1203.0
TOI-3877 b,TOI-3877,11.67975789,99.7981198,0.0529,5731.0,1.16,1445.0,Transit,2025,4.123596,0.22,1.445,4.181,729.0
TOI-3856 b,TOI-3856,13.59649359,171.62733978,0.0325,5622.0,1.096,1544.0,Transit,2025,2.04360352,0.083,1.055,4.431,949.0
TOI-5592 b,TOI-5592,17.14974047,285.72773789,0.03935,6237.0,1.194,1789.0,Transit,2025,2.6085846,0.062,1.393,4.226,1712.0
TIC 88785435 b,TIC 88785435,5.03,,0.08432,3998.0,0.724,635.0,Transit,2025,10.508843,0.131,0.911,4.19,
KOI-134 b,KOI-134,12.03844527,346.43296363,0.363,6160.0,1.407,659.0,Transit,2025,67.1277,0.16,1.667,4.11,45.0
CoRoT-4 b,CoRoT-4,13.34,228.83,0.09,6190.0,1.16,1074.0,Transit,2008,9.20205,0.0,1.17,4.41,
Kepler-725 b,Kepler-725,10.8,,0.2238,5395.0,0.95,514.0,Transit,2016,39.64372,0.231,0.88,,12.1
TOI-1117 b,TOI-1117,2.46,8.9,0.033,5635.0,0.97,1538.0,Transit,2025,2.22816,0.0,1.05,4.41,928.0
Kepler-130 c,Kepler-130,2.9,,0.178,5879.0,1.0,683.0,Transit,2014,27.50868,0.0,1.17,4.29,
MASCARA-4 b,MASCARA-4,16.98160576,532.36258173,0.0474,7800.0,1.75,2250.0,Transit,2020,2.8240932,,1.79,4.1,
KELT-11 b,KELT-11,15.13212395,65.15482343,0.0623,5375.0,1.44,1712.0,Transit,2017,4.73620865,0.0,2.69,3.7,
TOI-1468 c,TOI-1468,2.126,4.1,0.08608,3376.0,0.3527,338.1,Transit,2022,15.532477,0.111,0.3714,4.846,2.13
TOI-1468 b,TOI-1468,1.401,3.04,0.02107,3376.0,0.3527,683.5,Transit,2022,1.8805201,0.0099,0.3714,4.846,36.4
TOI-2989 b,TOI-2989,12.55405838,953.485221,0.0384,4672.0,0.77,1001.0,Transit,2025,3.122832,0.0,0.76,4.58,124.0
TOI-2969 b,TOI-2969,12.32987877,368.68095212,0.0261,4738.0,0.71,1186.0,Transit,2025,1.8237146,0.0,0.7,4.56,382.0
Kepler-10 c,Kepler-10,2.355,11.29,0.241,5708.0,0.91,579.0,Transit,2011,45.294301,0.136,1.065,4.344,
TOI-5300 b,TOI-5300,9.86390302,190.6970442,0.0295,4610.0,0.67,1043.0,Transit,2025,2.262196,0.0,0.65,4.64,198.0
TIC 434398831 b,TIC 434398831,3.51,,0.04641,5638.0,0.992,1250.0,Transit,2025,3.685504,0.04,0.909,4.42,
TIC 434398831 c,TIC 434398831,5.63,,0.06572,5638.0,0.992,1050.0,Transit,2025,6.210291,0.013,0.909,4.42,
TOI-6695 b,TOI-6695,9.52763359,66.74396547,0.402,6400.0,1.338,599.0,Transit,2025,80.389,0.04,1.517,4.202,
TOI-5573 b,TOI-5573,9.75,112.0,0.0712,3790.0,0.619,528.0,Transit,2025,8.79758977,0.072,0.594,4.68,12.92
TOI-2076 e,TOI-2076,1.355,,0.0385,5192.0,0.8557,1138.0,Transit,2025,3.0223445,,0.796,,
K2-157 b,K2-157,0.935,1.14,0.00962,5334.0,0.89,2432.0,Transit,2018,0.3652575,,0.86,4.45,6660.0
TOI-1803 b,TOI-1803,2.99,10.32,0.06,4687.0,0.756,747.0,Transit,2025,6.293287,0.0,0.715,4.62,58.0
TOI-1803 c,TOI-1803,4.29,8.0,0.097,4687.0,0.756,588.0,Transit,2025,12.885779,0.0,0.715,4.62,22.0
HD 35843 c,HD 35843,2.54,11.32,0.25,5666.0,0.94,479.0,Transit,2025,46.9622,0.153,0.897,4.47,
TOI-771 b,TOI-771,1.36,2.47,0.0208,3370.0,0.22,543.0,Transit,2024,2.3260155,0.055,0.232,4.8,14.0
TOI-6478 b,TOI-6478,4.6,,0.1136,3230.0,0.23,204.4,Transit,2025,34.005019,,0.234,5.016,
WASP-116 b,WASP-116,13.67495645,203.41018048,0.065,6250.0,1.25,1414.0,Transit,2025,6.6132,0.0,1.426,4.25,663.0
WASP-155 b,WASP-155,13.45077684,276.8285425,0.043,5660.0,1.09,1468.0,Transit,2025,3.110413,0.0,1.24,4.3,771.0
WASP-154 b,WASP-154,10.76062147,198.96058278,0.044,4774.0,0.8,994.0,Transit,2025,3.811678,0.0,0.823,4.47,162.0
WASP-149 b,WASP-149,15.24421375,314.96795134,0.024,5750.0,1.05,1855.0,Transit,2025,1.332813,0.0,1.08,4.4,1966.0
WASP-188 b,WASP-188,14.81827249,458.6263913,0.072,6850.0,1.5,1666.0,Transit,2025,5.748916,0.0,1.83,4.1,1278.0
WASP-194 b,WASP-194,15.47960235,373.13054982,0.047,6405.0,1.29,1693.0,Transit,2025,3.183387,0.0,1.409,4.27,1365.0
WASP-197 b,WASP-197,14.44837612,403.32424848,0.065,6050.0,1.36,1665.0,Transit,2025,5.167228,0.0,2.112,3.9,1276.0
WASP-195 b,WASP-195,10.31226224,33.05415433,0.063,6300.0,1.3,1522.0,Transit,2025,5.051928,0.0,1.578,4.14,890.0
WASP-102 b,WASP-102,14.90794433,197.68926915,0.041,5990.0,1.08,1671.0,Transit,2025,2.709813,0.0,1.375,4.2,1293.0
GJ 486 b,GJ 486,1.289,2.77,0.01714,3317.0,0.312,696.3,Radial Velocity,2021,1.46712127,0.00086,0.3243,4.9111,39.2
WASP-131 b,WASP-131,13.74221034,86.76715511,0.0608,5990.0,1.06,,Transit,2016,5.3220125,0.0,1.561,4.075,
WASP-106 b,WASP-106,12.10569916,613.40882551,0.0901,6002.0,1.175,,Transit,2014,9.28969,0.023,1.47,4.49,
TOI-1937 A b,TOI-1937 A,13.97759893,638.83509807,0.01932,5814.0,1.072,2097.0,Transit,2023,0.94667944,0.0,1.08,4.401,3230.0
TOI-1266 c,TOI-1266,1.98,3.17,0.105,3563.0,0.437,346.0,Transit,2020,18.8027,0.071,0.4232,4.826,
TOI-1266 b,TOI-1266,2.52,4.46,0.073,3563.0,0.437,415.0,Transit,2020,10.8945,0.039,0.4232,4.826,
TOI-677 b,TOI-677,13.11450742,392.20025424,0.1041,6295.0,1.181,,Transit,2020,11.2365985,0.46,1.28,4.291,
Qatar-6 b,Qatar-6,13.04725353,217.07680198,0.045,5063.0,0.829,,Transit,2017,3.5062,0.051,0.785,4.56,
TOI-4364 b,TOI-4364,2.01,,0.04753,3528.0,0.487,488.0,Transit,2025,5.424019,0.29,0.4684,4.785,
TOI-5143 c,TOI-5143,16.25302201,,0.05602,5183.0,0.864,,Transit,2025,5.2097118,,0.852,4.514,
HR 858 d,HR 858,2.001,7.1,0.1046,6354.0,1.204,1061.0,Transit,2019,11.230511,0.0,1.258,4.3,
TOI-5110 b,TOI-5110,11.98240037,921.7023803,0.2157,6160.0,1.469,976.0,Transit,2024,30.158577,0.745,2.333,3.869,
pi Men c,HD 39091,2.11,4.3,0.068,5998.0,1.07,,Transit,2018,6.267852,0.0,1.17,4.43,
HR 858 c,HR 858,1.979,3.8,0.0687,6354.0,1.204,1309.0,Transit,2019,5.973865,0.0,1.258,4.3,
HR 858 b,HR 858,2.004,3.55,0.04888,6354.0,1.204,1552.0,Transit,2019,3.585287,0.0,1.258,4.3,
TOI-2295 b,TOI-2295,16.47720163,278.09985612,0.1992,5730.0,1.168,747.0,Transit,2024,30.033302,0.334,1.459,4.176,
TOI-5076 b,TOI-5076,3.48935569,16.14568308,0.1481,4780.0,0.789,550.0,Transit,2024,23.443162,0.0,0.844,4.483,
K2-99 b,K2-99,11.88151954,276.51071409,0.153,6069.0,1.44,1184.0,Transit,2016,18.24783,0.22,2.55,3.783,
EPIC 220674823 c,EPIC 220674823,2.84,7.32,0.1073,5578.0,0.913,804.0,Transit,2016,13.33989,0.17,0.99,4.408,70.0
EPIC 220674823 b,EPIC 220674823,1.676,7.8,0.01314,5578.0,0.913,2299.0,Transit,2016,0.5713127,0.0,0.99,4.408,4656.0
WASP-12 b,WASP-12,22.02564708,,0.0234,6265.0,1.325,,Transit,2008,1.091418901,,1.69,4.11,
EPIC 201595106 b,EPIC 201595106,1.565,7.67,0.0177,5679.0,0.958,2038.0,Transit,2021,0.87724,0.0,0.98,4.435,2852.0
WASP-132 c,WASP-132,1.841,6.26,0.01833,4686.0,0.789,1329.0,Transit,2022,1.01153624,0.0,0.758,4.56,791.0
WASP-132 b,WASP-132,10.09929161,136.0305582,0.0674,4686.0,0.789,682.0,Transit,2016,7.1335164,0.0163,0.758,4.56,58.5
TIC 365102760 b,TIC 365102760,6.21,19.2,0.0622,4900.0,1.17,,Transit,2024,4.21285367,0.406,3.13,3.52,
TOI-5688 A b,TOI-5688 A,10.3,124.0,0.03379,3713.0,0.6,742.0,Transit,2024,2.94815527,0.128,0.57,4.69,50.3
GJ 9827 d,GJ 9827,1.89,3.02,0.0563,4236.0,0.62,599.68,Transit,2017,6.201812,,0.58,4.719,
TOI-6383 A b,TOI-6383 A,11.29,331.0,0.02292,3444.0,0.458,745.0,Transit,2024,1.79058695,0.05,0.457,4.81,51.3
GJ 9827 c,GJ 9827,1.13,1.86,0.0395,4236.0,0.62,715.94,Transit,2017,3.648103,,0.58,4.719,
GJ 9827 b,GJ 9827,1.44,4.28,0.0189,4236.0,0.62,1035.01,Transit,2017,1.208974,,0.58,4.719,
TOI-4994 b,TOI-4994,8.54124329,88.99195396,0.1515,5640.0,1.005,717.6,Transit,2024,21.491984,0.319,1.055,4.393,40.0
TOI-2458 b,TOI-2458,2.83,13.31,0.0482,6005.0,1.05,1509.4,Transit,2024,3.73659,0.087,1.31,4.2,865.0
TOI-1799 b,TOI-1799,1.642,,0.072502,5690.0,1.01,,Transit,2024,7.094570865,,0.957,,164.26
Kepler-321 b,Kepler-321,1.652,,0.05705,5741.0,1.024,,Transit,2014,4.915387067,,0.988,,292.6
Kepler-320 c,Kepler-320,1.687,,0.13732,6134.0,1.072,,Transit,2014,17.9346563,,1.246,,104.6
Kepler-326 c,Kepler-326,1.905,,0.05233,5184.0,0.91,,Transit,2014,4.580338622,,1.089,,280.4
Kepler-320 b,Kepler-320,1.258,,0.08263,6134.0,1.072,,Transit,2014,8.37160502,,1.246,,288.5
Kepler-323 c,Kepler-323,1.533,,0.04478,5935.0,0.947,,Transit,2014,3.553829671,,1.092,,662.9
Kepler-321 c,Kepler-321,2.073,,0.10962,5741.0,1.024,,Transit,2014,13.0939051,,0.988,,79.2
Kepler-322 b,Kepler-322,0.937,,0.02652,5414.0,0.908,,Transit,2014,1.653893465,,0.805,,710.9
Kepler-322 c,Kepler-322,1.549,,0.05042,5414.0,0.908,,Transit,2014,4.337224039,,0.805,,196.4
Kepler-323 b,Kepler-323,1.348,,0.02716,5935.0,0.947,,Transit,2014,1.67832545,,1.092,,1801.1
Kepler-325 c,Kepler-325,2.744,,0.10378,5541.0,0.914,,Transit,2014,12.76224947,,0.81,,51.5
Kepler-110 b,Kepler-110,1.985,,0.10616,5956.0,0.989,,Transit,2014,12.69105209,,1.234,,152.8
Kepler-326 b,Kepler-326,1.743,,0.03256,5184.0,0.91,,Transit,2014,2.248288538,,1.089,,723.8
Kepler-325 d,Kepler-325,2.482,,0.21748,5541.0,0.914,,Transit,2014,38.7146833,,0.81,,11.7
Kepler-325 b,Kepler-325,2.427,,0.05213,5541.0,0.914,,Transit,2014,4.544437773,,0.81,,203.8
Kepler-110 c,Kepler-110,2.37,,0.19551,5956.0,0.989,,Transit,2014,31.71982498,,1.234,,45.0
Kepler-1719 b,Kepler-1719,3.522,,0.06868,5781.0,1.142,,Transit,2021,6.14955299,,1.799,,686.9
Kepler-1100 b,Kepler-1100,1.3,,0.06745,5882.0,0.992,,Transit,2016,6.42200058,,1.002,,236.7
Kepler-1129 c,Kepler-1129,2.491,,0.35367,5707.0,1.006,,Transit,2016,76.5369586,,0.929,,6.6
Kepler-315 c,Kepler-315,4.325,,0.7605,5683.0,0.831,,Transit,2014,265.467621,,1.024,,1.7
Kepler-113 b,Kepler-113,2.001,,0.05123,4791.0,0.792,,Transit,2014,4.75400115,,0.745,,99.9
Kepler-315 b,Kepler-315,4.564,,0.38627,5683.0,0.831,,Transit,2014,96.105471,,1.024,,6.6
Kepler-113 c,Kepler-113,2.662,,0.07796,4791.0,0.792,,Transit,2014,8.925076369,,0.745,,43.1
Kepler-314 b,Kepler-314,0.78,,0.03558,5440.0,0.99,,Transit,2014,2.46106655,,0.876,,476.2
Kepler-1103 b,Kepler-1103,3.228,,0.15336,6085.0,1.227,,Transit,2016,19.79191978,,1.632,,139.2
Kepler-313 c,Kepler-313,2.393,,0.20573,5709.0,1.114,,Transit,2014,32.2752118,,1.507,,51.1
Kepler-313 b,Kepler-313,2.682,,0.12331,5709.0,1.114,,Transit,2014,14.9702081,,1.507,,142.4
Kepler-312 c,Kepler-312,3.642,,0.15667,6224.0,1.314,,Transit,2014,19.74732846,,1.661,,151.5
Kepler-1130 b,Kepler-1130,0.848,,0.05963,5402.0,0.95,,Transit,2016,5.45298175,,0.863,,159.9
Kepler-312 b,Kepler-312,1.463,,0.03141,6224.0,1.314,,Transit,2014,1.77244975,,1.661,,3765.0
Kepler-1130 c,Kepler-1130,0.644,,0.04238,5402.0,0.95,,Transit,2021,3.266612036,,0.863,,316.9
Kepler-318 c,Kepler-318,3.034,,0.10398,5873.0,1.073,,Transit,2014,11.8150013,,0.972,,93.3
Kepler-319 b,Kepler-319,1.526,,0.05109,5599.0,0.933,,Transit,2014,4.362744362,,0.84,,238.3
Kepler-319 c,Kepler-319,2.456,,0.06963,5599.0,0.933,,Transit,2014,6.941359624,,0.84,,128.3
Kepler-1129 b,Kepler-1129,2.699,,0.16481,5707.0,1.006,,Transit,2016,24.3397804,,0.929,,30.2
Kepler-319 d,Kepler-319,2.148,,0.19199,5599.0,0.933,,Transit,2014,31.78209253,,0.84,,16.9
Kepler-1126 c,Kepler-1126,1.659,,0.61912,5644.0,0.793,,Transit,2023,199.664537,,0.908,,2.0
Kepler-1126 b,Kepler-1126,1.705,,0.41251,5644.0,0.793,,Transit,2016,108.593329,,0.908,,4.4
Kepler-1121 b,Kepler-1121,1.711,,0.11818,6212.0,1.271,,Transit,2016,13.15141081,,1.454,,202.1
Kepler-112 c,Kepler-112,2.653,,0.16857,5501.0,0.782,,Transit,2014,28.5742649,,0.906,,23.7
Kepler-112 b,Kepler-112,2.576,,0.07459,5501.0,0.782,,Transit,2014,8.408876951,,0.906,,121.3
Kepler-1117 b,Kepler-1117,1.037,,0.05485,5429.0,0.958,,Transit,2016,4.79028459,,0.852,,188.0
Kepler-1114 b,Kepler-1114,1.359,,0.11056,5269.0,0.803,,Transit,2016,14.97435694,,0.832,,39.1
Kepler-111 c,Kepler-111,7.258,,0.75285,5905.0,1.125,,Transit,2014,224.7782093,,1.105,,2.4
Kepler-111 b,Kepler-111,1.691,,0.04551,5905.0,1.125,,Transit,2014,3.341802938,,1.105,,642.5
Kepler-1107 b,Kepler-1107,1.236,,0.01285,5137.0,0.867,,Transit,2016,0.571038518,,0.776,,2277.9
Kepler-1104 b,Kepler-1104,1.296,,0.06321,6386.0,1.326,,Transit,2016,5.03728015,,1.449,,784.4
Kepler-326 d,Kepler-326,1.658,,0.06788,5184.0,0.91,,Transit,2014,6.76689811,,1.089,,166.7
Kepler-334 d,Kepler-334,1.394,,0.16903,5866.0,1.022,,Transit,2014,25.09852783,,0.999,,37.0
Kepler-343 b,Kepler-343,2.062,,0.08604,5781.0,1.055,,Transit,2014,8.96848108,,1.21,,197.9
Kepler-347 c,Kepler-347,2.368,,0.17287,5704.0,0.922,,Transit,2014,27.3216332,,1.437,,65.7
Kepler-1085 b,Kepler-1085,6.334,,0.73361,5856.0,1.094,,Transit,2016,219.3217528,,0.997,,2.0
Kepler-347 b,Kepler-347,2.865,,0.10429,5704.0,0.922,,Transit,2014,12.7983044,,1.437,,180.4
Kepler-346 c,Kepler-346,2.871,,0.15913,5511.0,0.943,,Transit,2014,23.85163032,,0.87,,24.8
Kepler-346 b,Kepler-346,2.359,,0.06696,5511.0,0.943,,Transit,2014,6.51111985,,0.87,,139.8
Kepler-1085 c,Kepler-1085,3.078,,0.29798,5856.0,1.094,,Transit,2020,56.777229,,0.997,,11.8
Kepler-1087 b,Kepler-1087,0.683,,0.01554,5476.0,1.037,,Transit,2016,0.693842855,,0.967,,3128.0
Kepler-1088 b,Kepler-1088,1.298,,0.16163,5943.0,1.052,,Transit,2016,23.12748644,,1.006,,43.4
Kepler-109 b,Kepler-109,2.329,,0.06863,5917.0,1.025,,Transit,2014,6.481628092,,1.342,,420.4
Kepler-109 c,Kepler-109,2.539,,0.15133,5917.0,1.025,,Transit,2014,21.22258525,,1.342,,86.5
Kepler-1090 b,Kepler-1090,2.75,,0.63323,5325.0,0.857,,Transit,2016,198.680179,,0.992,,1.8
Kepler-1090 c,Kepler-1090,3.367,,0.22622,5325.0,0.857,,Transit,2021,42.4267342,,0.992,,13.8
Kepler-1093 b,Kepler-1093,2.352,,0.17543,6314.0,1.144,,Transit,2016,25.0824626,,1.461,,98.8
Kepler-344 c,Kepler-344,2.861,,0.47953,5459.0,0.931,,Transit,2014,125.602302,,0.86,,2.6
Kepler-344 b,Kepler-344,2.372,,0.14993,5459.0,0.931,,Transit,2014,21.96399084,,0.86,,26.2
Kepler-347 d,Kepler-347,2.475,,0.36994,5704.0,0.922,,Transit,2023,85.520888,,1.437,,14.3
Kepler-348 b,Kepler-348,1.459,,0.0763,6421.0,1.189,,Transit,2014,7.05675289,,1.296,,440.6
Kepler-348 c,Kepler-348,1.171,,0.13856,6421.0,1.189,,Transit,2014,17.2654644,,1.296,,133.4
Kepler-107 d,Kepler-107,1.091,,0.08328,5866.0,1.215,,Transit,2014,7.95830216,,1.439,,317.5
Kepler-355 b,Kepler-355,1.696,,0.09482,5769.0,0.933,,Transit,2014,11.0317307,,1.173,,151.7
Kepler-107 b,Kepler-107,1.587,,0.04519,5866.0,1.215,,Transit,2014,3.180024635,,1.439,,1078.2
Kepler-107 c,Kepler-107,1.878,,0.06029,5866.0,1.215,,Transit,2014,4.90143807,,1.439,,605.7
Kepler-352 d,Kepler-352,0.64,,0.06574,5224.0,0.798,,Transit,2021,6.88729828,,0.726,,81.3
Kepler-352 c,Kepler-352,1.212,,0.11693,5224.0,0.798,,Transit,2014,16.33269854,,0.726,,25.7
Kepler-352 b,Kepler-352,0.859,,0.08463,5224.0,0.798,,Transit,2014,10.05545337,,0.726,,49.1
Kepler-107 e,Kepler-107,3.126,,0.12566,5866.0,1.215,,Transit,2014,14.74913518,,1.439,,139.2
Kepler-349 b,Kepler-349,2.002,,0.06587,5884.0,1.083,,Transit,2014,5.92973644,,0.966,,231.3
Kepler-1070 b,Kepler-1070,1.572,,0.06753,6090.0,1.06,,Transit,2016,6.2216147,,1.189,,382.9
Kepler-1071 b,Kepler-1071,2.632,,0.0629,5167.0,0.869,,Transit,2016,6.1799844,,0.882,,125.6
Kepler-1072 b,Kepler-1072,1.63,,0.02742,6004.0,1.116,,Transit,2016,1.569066502,,1.32,,2698.9
Kepler-1081 b,Kepler-1081,0.994,,0.04662,5273.0,0.907,,Transit,2016,3.856918547,,0.831,,220.3
Kepler-1082 b,Kepler-1082,1.281,,0.02571,5847.0,0.951,,Transit,2016,1.543206604,,1.336,,2833.9
Kepler-349 c,Kepler-349,2.087,,0.10683,5884.0,1.083,,Transit,2014,12.24764145,,0.966,,88.0
Kepler-343 c,Kepler-343,1.767,,0.16225,5781.0,1.055,,Transit,2014,23.2218189,,1.21,,55.6
Kepler-342 e,Kepler-342,0.963,,0.02909,6272.0,1.213,,Transit,2016,1.644224613,,1.363,,3048.3
Kepler-342 d,Kepler-342,2.679,,0.24204,6272.0,1.213,,Transit,2014,39.4571522,,1.363,,44.0
Kepler-334 c,Kepler-334,1.374,,0.10768,5866.0,1.022,,Transit,2014,12.75802811,,0.999,,91.3
Kepler-334 b,Kepler-334,1.026,,0.06123,5866.0,1.022,,Transit,2014,5.47033694,,0.999,,282.3
Kepler-332 d,Kepler-332,1.125,,0.18689,4955.0,0.743,,Transit,2014,34.2113054,,0.688,,7.3
Kepler-332 c,Kepler-332,1.035,,0.11258,4955.0,0.743,,Transit,2014,15.9956114,,0.688,,20.2
Kepler-332 b,Kepler-332,1.158,,0.06869,4955.0,0.743,,Transit,2014,7.62634063,,0.688,,54.3
Kepler-330 c,Kepler-330,2.308,,0.11743,5028.0,0.848,,Transit,2014,15.95545002,,0.779,,25.2
Kepler-330 b,Kepler-330,1.37,,0.07573,5028.0,0.848,,Transit,2014,8.25981532,,0.779,,60.6
Kepler-33 f,Kepler-33,3.939,,0.24803,5947.0,1.208,,Transit,2011,41.0280637,,1.609,,47.2
Kepler-33 e,Kepler-33,3.483,,0.20921,5947.0,1.208,,Transit,2011,31.78476785,,1.609,,66.4
Kepler-33 d,Kepler-33,4.529,,0.16262,5947.0,1.208,,Transit,2011,21.77568751,,1.609,,109.8
Kepler-33 c,Kepler-33,2.546,,0.11632,5947.0,1.208,,Transit,2011,13.17556672,,1.609,,214.7
Kepler-1093 c,Kepler-1093,2.399,,0.41037,6314.0,1.144,,Transit,2016,89.722292,,1.461,,18.1
Kepler-33 b,Kepler-33,1.467,,0.06628,5947.0,1.208,,Transit,2011,5.66815436,,1.609,,661.6
Kepler-1130 d,Kepler-1130,0.639,,0.05068,5402.0,0.95,,Transit,2021,4.27225316,,0.863,,221.4
Kepler-335 b,Kepler-335,3.198,,0.07616,6000.0,1.367,,Transit,2014,6.56225728,,1.768,,626.8
Kepler-335 c,Kepler-335,2.81,,0.36145,6000.0,1.367,,Transit,2014,67.8450771,,1.768,,27.8
Kepler-339 d,Kepler-339,1.1,,0.08995,5446.0,0.87,,Transit,2014,10.55838956,,0.766,,57.1
Kepler-342 c,Kepler-342,1.843,,0.18434,6272.0,1.213,,Transit,2014,26.2348478,,1.363,,75.9
Kepler-342 b,Kepler-342,2.103,,0.12798,6272.0,1.213,,Transit,2014,15.17026179,,1.363,,157.6
